index,Tail,Flight,Crew,From,To,RDT,RAT,Flight_time,Cruise_time,Distance,Capacity,Pax,Timestring,Delay,DelayType
0,T00,F00,C00,JFK,DFW,19920.0,29973.0,10053.0,8252.99999766319,2234,6,4,05:32 -> 08:19,,0
1,T00,F01,C00,DFW,ATL,50745.0,56028.0,5283.0,3482.9999989172893,1174,6,4,14:05 -> 15:33,01:00,1
2,T00,F02,C01,ATL,ORD,57828.0,62220.0,4392.0,2591.999999020671,976,6,4,16:03 -> 17:17,00:43,2
3,T00,F03,C01,ORD,JFK,64019.99999999993,69360.99999999993,5341.0,3540.999999054423,1187,6,4,17:46 -> 19:16,00:42,2
4,T01,F04,C02,JFK,ATL,19800.0,25299.0,5499.0,3698.999998934515,1222,6,4,05:30 -> 07:01,,0
5,T01,F05,C02,ATL,JFK,34506.0,40005.0,5499.0,3698.999998869827,1222,6,4,09:35 -> 11:06,,0
6,T01,F06,C02,JFK,DFW,49386.0,59439.0,10053.0,8252.999997137722,2234,6,4,13:43 -> 16:30,,0
7,T01,F07,C03,DFW,JFK,69134.0,79187.0,10053.0,8252.999999270512,2234,6,4,19:12 -> 21:59,,0
8,T02,F08,C04,DFW,ORD,20820.0,26625.0,5805.0,4004.9999991352906,1290,6,4,05:47 -> 07:23,,0
9,T02,F09,C04,ORD,ATL,49948.0,54340.0,4392.0,2591.9999993315932,976,6,4,13:52 -> 15:05,,0
10,T02,F10,C00,ATL,ORD,86768.0,91160.0,4392.0,2592.0,976,6,4,00:06 (+1) -> 01:19 (+1),,0
11,T03,F11,C05,JFK,ORD,27060.0,32401.0,5341.0,3540.999999226655,1187,8,6,07:31 -> 09:00,02:00,1
12,T03,F12,C05,ORD,ATL,40827.0,45219.0,4392.0,2591.9999993638316,976,8,6,11:20 -> 12:33,,0
13,T03,F13,C05,ATL,JFK,49976.0,55475.0,5499.0,3698.999999152393,1222,8,6,13:52 -> 15:24,,0
14,T03,F14,C01,JFK,ATL,82335.0,87834.0,5499.0,3699.0,1222,8,6,22:52 -> 00:23 (+1),,0
