index,Tail,Flight,Crew,From,To,RDT,RAT,Flight_time,Cruise_time,Distance,Capacity,Pax,Timestring,Delay,DelayType
0,T00,F00,C00,ATL,ORD,27120.0,31512.0,4392.0,2591.9999996751653,976,6,4,07:32 -> 08:45,02:00,1
1,T00,F01,C00,ORD,ATL,44070.0,48462.0,4392.0,2591.999999807373,976,6,4,12:14 -> 13:27,,0
2,T00,F02,C00,ATL,ORD,54973.0,59365.0,4392.0,2592.0000003885193,976,6,4,15:16 -> 16:29,,0
3,T00,F03,C00,ORD,DFW,76288.0,82093.0,5805.0,4005.0000015569135,1290,6,4,21:11 -> 22:48,,0
4,T01,F04,C01,ATL,DFW,27000.0,32283.0,5283.0,3482.999996834262,1174,8,6,07:30 -> 08:58,02:00,1
5,T01,F05,C01,DFW,ORD,47035.0,52840.0,5805.0,4004.999999227467,1290,8,6,13:03 -> 14:40,,0
6,T01,F06,C01,ORD,DFW,58579.0,64384.0,5805.0,4004.9999985716468,1290,8,6,16:16 -> 17:53,,0
7,T01,F07,C02,DFW,ATL,73637.0,78920.0,5283.0,3483.0000000923474,1174,8,6,20:27 -> 21:55,01:00,1
8,T02,F08,C03,ORD,LAX,20880.0,33489.0,12609.0,10809.000009757647,2802,8,6,05:48 -> 09:18,,0
9,T02,F09,C03,LAX,ORD,56643.0,69252.0,12609.0,10809.000006391161,2802,8,6,15:44 -> 19:14,,0
10,T02,F10,C04,ORD,DFW,87790.0,93595.0,5805.0,4004.9999990600886,1290,8,6,00:23 (+1) -> 01:59 (+1),,0
11,T03,F11,C05,DFW,ORD,20460.0,26265.0,5805.0,4005.000001174016,1290,8,6,05:41 -> 07:17,,0
12,T03,F12,C05,ORD,ATL,44132.0,48524.0,4392.0,2592.000000122553,976,8,6,12:15 -> 13:28,,0
13,T03,F13,C05,ATL,ORD,65854.0,70246.0,4392.0,2591.9999996513598,976,8,6,18:17 -> 19:30,,0
14,T04,F14,C06,ORD,LAX,20340.0,32949.0,12609.0,10809.000005481863,2802,8,6,05:39 -> 09:09,,0
15,T04,F15,C06,LAX,ORD,45943.0,58552.0,12609.0,10809.000003020985,2802,8,6,12:45 -> 16:15,,0
16,T04,F16,C03,ORD,ATL,77004.0,81396.0,4392.0,2591.999999909247,976,8,6,21:23 -> 22:36,01:00,1
