Tail,Flight,Crew,From,To,SDT,SAT,Flight_time,Cruise_time,Distance,Capacity,Pax,Timestring,is_disrupted
T00,F00,C00,SFO,PHX,19860.0,24567.0,4707,2907,1046,160,128,05:31 -> 06:49,0
T00,F01,C00,PHX,ATL,51083.45501686595,62553.45501686595,11470,9670,2549,160,128,14:11 -> 17:22,1
T00,F02,C01,ATL,DFW,80374.30999338663,85657.30999338663,5283,3483,1174,160,128,22:19 -> 23:47,1
T01,F03,C02,PHX,SFO,20040.0,24747.0,4707,2907,1046,200,160,05:34 -> 06:52,0
T01,F04,C02,SFO,PHX,59010.614806185775,63717.614806185775,4707,2907,1046,200,160,16:23 -> 17:41,1
T01,F05,C02,PHX,DFW,67237.0,73505.0,6268,4468,1393,200,160,18:40 -> 20:25,0
T02,F06,C03,ATL,ORD,19920.0,24312.0,4392,2592,976,200,160,05:32 -> 06:45,0
T02,F07,C03,ORD,DEN,54321.0,60738.0,6417,4617,1426,200,160,15:05 -> 16:52,0
T03,F08,C04,LAX,DFW,20160.0,29083.0,8923,7123,1983,160,128,05:36 -> 08:04,0
T03,F09,C04,DFW,LAX,58357.0,67280.0,8923,7123,1983,160,128,16:12 -> 18:41,0
T04,F10,C05,LAS,DFW,20700.0,28323.0,7623,5823,1694,160,128,05:45 -> 07:52,0
T04,F11,C05,DFW,ATL,54287.0,59570.0,5283,3483,1174,160,128,15:04 -> 16:32,0
T04,F12,C00,ATL,DFW,81466.0,86749.0,5283,3483,1174,160,128,22:37 -> 00:05 (+1),0
T05,F13,C06,ORD,JFK,19860.0,25201.0,5341,3541,1187,120,96,05:31 -> 07:00,0
T05,F14,C06,JFK,ORD,43298.0,48639.0,5341,3541,1187,120,96,12:01 -> 13:30,0
T05,F15,C06,ORD,SFO,76349.0,89682.0,13333,11533,2963,120,96,21:12 -> 00:54 (+1),0
T06,F16,C07,LAS,SFO,20220.0,23208.0,2988,1188,664,160,128,05:37 -> 06:26,0
T06,F17,C07,SFO,LAS,45179.0,48167.0,2988,1188,664,160,128,12:32 -> 13:22,0
T06,F18,C07,LAS,SFO,72547.0,75535.0,2988,1188,664,160,128,20:09 -> 20:58,0
T07,F19,C08,LAX,DFW,34728.14710511845,43651.14710511845,8923,7123,1983,200,160,09:38 -> 12:07,1
T07,F20,C08,DFW,LAX,37933.0,46856.0,8923,7123,1983,200,160,10:32 -> 13:00,0
T07,F21,C04,LAX,DFW,72778.0,81701.0,8923,7123,1983,200,160,20:12 -> 22:41,0
T08,F22,C09,DFW,DEN,19860.0,24504.0,4644,2844,1032,120,96,05:31 -> 06:48,0
T08,F23,C09,DEN,PHX,58332.0,62688.0,4356,2556,968,120,96,16:12 -> 17:24,0
T08,F24,C09,PHX,DEN,70935.0,75291.0,4356,2556,968,120,96,19:42 -> 20:54,0
T08,F25,C03,DEN,ORD,81059.0,87476.0,6417,4617,1426,120,96,22:30 -> 00:17 (+1),0
T09,F26,C10,ATL,LAS,21958.662565031635,34576.662565031635,12618,10818,2804,200,160,06:05 -> 09:36,1
T09,F27,C10,LAS,ATL,44127.0,56745.0,12618,10818,2804,200,160,12:15 -> 15:45,0
T09,F28,C05,ATL,PHX,80669.0,92139.0,11470,9670,2549,200,160,22:24 -> 01:35 (+1),0
T10,F29,C11,CLT,PHX,20880.0,33696.0,12816,11016,2848,160,128,05:48 -> 09:21,0
T10,F30,C11,PHX,CLT,75145.54053251946,87961.54053251946,12816,11016,2848,160,128,20:52 -> 00:26,1
T11,F31,C12,ATL,DEN,20700.0,29367.0,8667,6867,1926,120,96,05:45 -> 08:09,0
T11,F32,C12,DEN,DFW,71241.79686050587,75885.79686050587,4644,2844,1032,120,96,19:47 -> 21:04,1
T12,F33,C13,ATL,ORD,20640.0,25032.0,4392,2592,976,200,160,05:44 -> 06:57,0
T12,F34,C13,ORD,ATL,40987.342157955856,45379.342157955856,4392,2592,976,200,160,11:23 -> 12:36,1
T12,F35,C13,ATL,ORD,44116.058685436954,48508.058685436954,4392,2592,976,200,160,12:15 -> 13:28,1
T12,F36,C13,ORD,SFO,58835.0,72168.0,13333,11533,2963,200,160,16:20 -> 20:02,0
T13,F37,C14,DEN,DFW,20100.0,24744.0,4644,2844,1032,120,96,05:35 -> 06:52,0
T13,F38,C14,DFW,DEN,39493.0,44137.0,4644,2844,1032,120,96,10:58 -> 12:15,0
T13,F39,C14,DEN,PHX,60240.0,64596.0,4356,2556,968,120,96,16:44 -> 17:56,0
T13,F40,C14,PHX,DFW,84439.0,90707.0,6268,4468,1393,120,96,23:27 -> 01:11 (+1),0
T14,F41,C15,LAX,ORD,20040.0,32649.0,12609,10809,2802,200,160,05:34 -> 09:04,0
T14,F42,C15,ORD,DFW,64081.65185532758,69886.65185532758,5805,4005,1290,200,160,17:48 -> 19:24,1
T14,F43,C12,DFW,ATL,83416.43321217541,88699.43321217541,5283,3483,1174,200,160,23:10 -> 00:38,1
T15,F44,C16,DEN,CLT,19980.0,29646.0,9666,7866,2148,200,160,05:33 -> 08:14,0
T15,F45,C16,CLT,DEN,32081.0,41747.0,9666,7866,2148,200,160,08:54 -> 11:35,0
T15,F46,C17,DEN,ATL,75622.95342148424,84289.95342148424,8667,6867,1926,200,160,21:00 -> 23:24,1
T16,F47,C18,SFO,DFW,20460.0,31039.0,10579,8779,2351,200,160,05:41 -> 08:37,0
T16,F48,C18,DFW,SFO,45683.0,56262.0,10579,8779,2351,200,160,12:41 -> 15:37,0
T16,F49,C19,SFO,DFW,71367.83281206107,81946.83281206107,10579,8779,2351,200,160,19:49 -> 22:45,1
