Rec_itin,Skd_itin,Rec_flights,Skd_flights,Pax,From,To,RDT,RAT,Arr_delay,Cost,Rec_string
I00,I00,F00,F00,81,IAD,FLL,20580.0,27118.0,0.0,0.0,05:43 -> 07:31
I01,I01,F00-F01,F00-F01,47,IAD,LGA,20580.0,53338.99999999997,0.0,0.0,05:43 -> 14:48
I02,I02,F01,F01,81,FLL,LGA,45535.99999999997,53338.99999999997,0.0,0.0,12:38 -> 14:48
I03,I03,F02,F02,128,LGA,FLL,85633.0,93436.0,0.0,0.0,23:47 -> 01:57 (+1)
I04,I04,F03,F03,96,LGA,MCO,20280.0,27165.0,0.0,0.0,05:38 -> 07:32
I05,I05,F04,F04,96,MCO,ORD,53081.0,60371.0,0.0,0.0,14:44 -> 16:46
I06,I06,F05,F05,96,ORD,LGA,64692.0,69988.0,0.0,0.0,17:58 -> 19:26
I07,I07,F06,F06,96,LGA,ATL,83886.99999999996,89394.99999999996,0.0,0.0,23:18 -> 00:49 (+1)
I08,I08,F07,F07,160,DAL,LAX,19800.0,28804.0,0.0,0.0,05:30 -> 08:00
I09,I09,F08,F08,160,LAX,DFW,66466.83998140226,75389.83998140226,11572.839981402256,31607.7,18:27 -> 20:56
I10,I10,F09,F09,160,TPA,DAL,19920.0,26553.0,0.0,0.0,05:32 -> 07:22
I100,I100,F85,F85,96,IAD,MDW,21000.0,25171.0,0.0,0.0,05:50 -> 06:59
I101,I101,F86,F86,96,MDW,EWR,41852.575961003735,46986.575961003735,514.5759610037348,843.2,11:37 -> 13:03
I102,I102,F87,F87,96,EWR,DEN,79834.0,91426.0,0.0,0.0,22:10 -> 01:23 (+1)
I103,I103,F88,F88,128,MCO,IAH,20580.0,26754.0,0.0,0.0,05:43 -> 07:25
I104,I104,F89,F89,128,IAH,ORD,61461.99999999997,68166.99999999997,0.0,0.0,17:04 -> 18:56
I105,I105,F10-F90,F10-F90,37,DAL,CLT,36513.0,74645.0,0.0,0.0,10:08 -> 20:44
I106,I106,F57-F90,F57-F90,17,DCA,CLT,20699.999999999985,74645.0,0.0,0.0,05:44 -> 20:44
I107,I107,F90,F90,74,ORD,CLT,70307.0,74645.0,0.0,0.0,19:31 -> 20:44
I108,I108,F91,F91,96,MSP,ATL,20460.0,27025.0,0.0,0.0,05:41 -> 07:30
I109,I109,F67-F92,F67-F92,34,TPA,MSP,20940.0,36345.0,0.0,0.0,05:49 -> 10:05
I11,I11,F10,F10,72,DAL,ORD,36513.0,42295.0,0.0,0.0,10:08 -> 11:44
I110,I110,F92,F92,62,ATL,MSP,29780.0,36345.0,0.0,0.0,08:16 -> 10:05
I111,I111,F93,F93,96,MSP,BOS,68186.0,76304.0,0.0,0.0,18:56 -> 21:11
I112,I56,F13-F62,F51,32,MIA,CLT,20880.0,36474.0,11354.0,6202.0,05:48 -> 10:07
I113,I68,F67-F23-F24,F35-F62,2,TPA,CLT,20940.0,53055.0,16581.0,566.1,05:49 -> 14:44
I12,I12,F10-F11,F10-F11,51,DAL,DFW,36513.0,52651.0,0.0,0.0,10:08 -> 14:37
I13,I13,F11,F11,64,ORD,DFW,46846.0,52651.0,0.0,0.0,13:00 -> 14:37
