Rec_itin,Skd_itin,Rec_flights,Skd_flights,Pax,From,To,RDT,RAT,Arr_delay,Cost,Rec_string
I00,I00,F00,F00,96,ORD,LAX,19920.0,32529.0,0.0,0.0,05:32 -> 09:02
I01,I01,F01,F01,96,LAX,SEA,69755.632995651,76667.632995651,7760.632995651002,12717.5,19:22 -> 21:17
I01,I53,F01,F10-F46,24,LAX,SEA,69755.632995651,76667.632995651,6953.632995651002,2848.8,19:22 -> 21:17
I02,I02,F02,F02,96,SEA,SFO,84255.71001981567,89173.71001981567,12326.71001981567,20200.0,23:24 -> 00:46 (+1)
I03,I03,F03,F03,79,BOS,DTW,20640.0,25203.0,0.0,0.0,05:44 -> 07:00
I04,I04,F03-F04,F03-F04,49,BOS,DEN,20640.0,64901.0,0.0,0.0,05:44 -> 18:01
I05,I05,F04,F04,55,DTW,DEN,56792.0,64901.0,0.0,0.0,15:46 -> 18:01
I06,I06,F05,F05,96,CLT,LGA,20220.0,24153.0,0.0,0.0,05:37 -> 06:42
I07,I07,F06,F06,96,LGA,FLL,33046.925681484914,40849.925681484914,2418.925681484914,3963.9,09:10 -> 11:20
I08,I08,F07,F07,96,FLL,ATL,48000.03069131063,52212.03069131063,1550.0306913106324,2540.1,13:20 -> 14:30
I09,I09,F08,F08,96,ATL,FLL,83467.0,87679.0,0.0,0.0,23:11 -> 00:21 (+1)
I10,I10,F09,F09,96,SEA,LAX,21000.0,27912.0,360.0,589.9,05:50 -> 07:45
I10,I69,F09,F59,104,SEA,LAX,21000.0,27912.0,0.0,0.0,05:50 -> 07:45
I11,I11,F10,F10,54,LAX,ORD,50256.880106863086,62865.880106863086,11359.880106863086,10471.3,13:57 -> 17:27
I12,I12,F11,F11,96,ORD,IAH,75935.0,82640.0,0.0,0.0,21:05 -> 22:57
I13,I13,F12,F12,160,CLT,PHX,31824.741939757187,44640.74193975719,11424.741939757187,31203.3,08:50 -> 12:24
I14,I14,F13,F13,160,PHX,ATL,64999.0,76469.0,0.0,0.0,18:03 -> 21:14
I15,I15,F14,F14,160,DTW,ATL,21632.681699699137,25943.681699699137,872.6816996991365,2383.5,06:00 -> 07:12
I16,I16,F15,F15,160,ATL,DTW,37536.0,41847.0,0.0,0.0,10:25 -> 11:37
I17,I17,F16,F16,160,DTW,ATL,61153.0,65464.0,0.0,0.0,16:59 -> 18:11
I18,I18,F17,F17,96,DFW,BWI,19860.0,28653.0,0.0,0.0,05:31 -> 07:57
I19,I19,F18,F18,96,BWI,DEN,50689.0,61457.0,0.0,0.0,14:04 -> 17:04
I20,I20,F04-F19,F04-F19,24,DTW,BWI,56792.0,89292.51805319001,10599.518053190011,4342.4,15:46 -> 00:48 (+1)
I21,I21,F19,F19,72,DEN,BWI,78524.51805319001,89292.51805319001,10599.518053190011,13027.2,21:48 -> 00:48 (+1)
I22,I22,F20,F20,88,DEN,SEA,20220.0,27622.0,0.0,0.0,05:37 -> 07:40
I23,I23,F21,F21,82,SEA,DEN,71801.99645485124,79203.99645485124,9733.996454851236,13625.1,19:56 -> 22:00
I24,I24,F22,F22,90,JFK,ATL,25100.745636732165,30599.745636732165,5000.745636732165,7682.6,06:58 -> 08:29
I25,I25,F22-F23,F22-F23,38,JFK,FLL,25100.745636732165,36611.745636732165,4934.745636732165,3201.0,06:58 -> 10:10
I26,I26,F23,F23,90,ATL,FLL,32399.745636732165,36611.745636732165,4934.745636732165,7581.2,08:59 -> 10:10
I27,I27,F24,F24,128,FLL,ORD,65572.0,74144.0,0.0,0.0,18:12 -> 20:35
I28,I28,F25,F25,128,SEA,DEN,20940.0,28342.0,0.0,0.0,05:49 -> 07:52
I29,I29,F26,F26,57,DEN,CLT,37855.0,47521.0,0.0,0.0,10:30 -> 13:12
I30,I30,F27,F27,83,CLT,JFK,64636.0,68551.0,0.0,0.0,17:57 -> 19:02
I31,I31,F27-F28,F27-F28,45,CLT,MSP,64636.0,91218.0,0.0,0.0,17:57 -> 01:20 (+1)
I32,I32,F28,F28,83,JFK,MSP,83789.0,91218.0,0.0,0.0,23:16 -> 01:20 (+1)
I33,I33,F29,F29,90,JFK,MSP,30865.623803646464,38294.623803646464,11005.623803646464,16907.9,08:34 -> 10:38
I34,I34,F29-F30,F29-F30,70,JFK,MIA,30865.623803646464,50975.623803646464,5167.623803646464,6174.8,08:34 -> 14:09
I35,I35,F30,F30,90,MSP,MIA,40094.623803646464,50975.623803646464,5167.623803646464,7939.0,11:08 -> 14:09
