index,Tail,Flight,Crew,From,To,RDT,RAT,Flight_time,Cruise_time,Distance,Capacity,Pax,Timestring,Delay,DelayType
0,T00,F00,C00,ORD,ATL,28020.0,32412.0,4392.0,2591.9884872880325,976,6,0,07:47 -> 09:00,02:00,1
1,T00,F01,C00,ATL,ORD,37535.00016253991,41927.00016250817,4391.999999968262,2591.988486957166,976,6,4,10:25 -> 11:38,,0
2,T00,F02,C00,ORD,ATL,63902.0,68294.0,4392.0,2592.0,976,6,4,17:45 -> 18:58,,0
3,T00,F03,C00,ATL,ORD,74350.0,78742.0,4392.0,2592.0,976,6,4,20:39 -> 21:52,,0
4,T01,F09,C03,ORD,LAX,20460.00000379753,33069.00000380575,12609.000000008218,10808.946987252684,2802,6,6,05:41 -> 09:11,,0
5,T01,F10,C03,LAX,ORD,40027.00000380205,52636.000003801666,12608.999999999614,10808.946978863765,2802,6,6,11:07 -> 14:37,,0
6,T01,F06,C01,ORD,LAX,65711.00009091722,78320.000090765,12608.999999847772,10808.96765398909,2802,6,4,18:15 -> 21:45,,0
7,T02,F07,C02,LAX,ORD,20880.000003801284,33489.00000380232,12609.000000001037,10809.000113614733,2802,8,6,05:48 -> 09:18,,0
8,T02,F08,C02,ORD,LAX,61999.0001544668,74608.00015393544,12608.999999468644,10808.952340094587,2802,8,4,17:13 -> 20:43,02:00,1
9,T03,F04,C01,ORD,ATL,20820.00000187632,25212.00000183704,4391.999999960721,2591.997985555326,976,8,8,05:47 -> 07:00,00:13,2
10,T03,F05,C01,ATL,ORD,42687.000090307316,47079.00009050861,4392.000000201297,2591.997985472501,976,8,4,11:51 -> 13:04,,0
11,T03,F11,C04,ORD,LAX,55072.00002249888,67681.00002249652,12608.999999997635,10808.967208115255,2802,8,8,15:17 -> 18:48,,0
