Tail,Flight,Crew,From,To,SDT,SAT,Flight_time,Cruise_time,Distance,Capacity,Pax,Timestring,is_disrupted
T00,F00,C00,DFW,JFK,23460,33513,10053,8253,2234,160,128,06:31 -> 09:18,1
T00,F01,C00,JFK,ATL,45561,51060,5499,3699,1222,160,128,12:39 -> 14:11,0
T00,F02,C01,ATL,ORD,72811,77203,4392,2592,976,160,128,20:13 -> 21:26,0
T01,F03,C02,JFK,DFW,20040,30093,10053,8253,2234,200,160,05:34 -> 08:21,0
T01,F04,C02,DFW,ORD,62633,68438,5805,4005,1290,200,160,17:23 -> 19:00,0
T01,F05,C01,ORD,DFW,85086,90891,5805,4005,1290,200,160,23:38 -> 01:14 (+1),0
T02,F06,C03,ATL,ORD,19920,24312,4392,2592,976,200,160,05:32 -> 06:45,0
T02,F07,C03,ORD,ATL,61521,65913,4392,2592,976,200,160,17:05 -> 18:18,1
T02,F08,C00,ATL,JFK,77393,82892,5499,3699,1222,200,160,21:29 -> 23:01,0
T03,F09,C04,LAX,DFW,20220,29143,8923,7123,1983,200,160,05:37 -> 08:05,0
T03,F10,C04,DFW,LAX,49513,58436,8923,7123,1983,200,160,13:45 -> 16:13,0
T04,F11,C05,ATL,DFW,24420,29703,5283,3483,1174,160,128,06:47 -> 08:15,1
T04,F12,C05,DFW,JFK,34852,44905,10053,8253,2234,160,128,09:40 -> 12:28,0
T04,F13,C06,JFK,ATL,73994,79493,5499,3699,1222,160,128,20:33 -> 22:04,0
T04,F14,C03,ATL,JFK,82420,87919,5499,3699,1222,160,128,22:53 -> 00:25 (+1),0
