index,Tail,Flight,Crew,From,To,RDT,RAT,Flight_time,Cruise_time,Distance,Capacity,Pax,Timestring,Delay,DelayType
0,T00,F00,C00,JFK,ATL,20820.0,26319.0,5499.0,3699.0,1222,6,5,05:47 -> 07:18,,0
1,T00,F01,C00,ATL,JFK,38642.0,44141.0,5499.0,3699.0,1222,6,4,10:44 -> 12:15,,0
2,T00,F02,C00,JFK,ORD,66116.0,71457.0,5341.0,3540.9999999999995,1187,6,4,18:21 -> 19:50,,0
3,T01,F03,C01,LAX,ORD,20220.0,32829.0,12609.0,10809.0,2802,8,6,05:37 -> 09:07,,0
4,T01,F04,C01,ORD,DFW,46243.0,52048.0,5805.0,4005.0,1290,8,6,12:50 -> 14:27,,0
5,T01,F05,C02,DFW,ATL,70680.0,75963.0,5283.0,3482.999999999373,1174,8,7,19:38 -> 21:06,,0
6,T02,F06,C03,DFW,LAX,20520.0,29443.0,8923.0,7123.00000000889,1983,8,6,05:42 -> 08:10,,0
7,T02,F07,C03,LAX,DFW,52645.0,61568.0,8923.0,7123.000000010528,1983,8,6,14:37 -> 17:06,,0
8,T02,F08,C01,DFW,LAX,71482.0,80405.0,8923.0,7123.0,1983,8,6,19:51 -> 22:20,,0
9,T03,F09,C04,DFW,LAX,20760.0,29683.0,8923.0,7123.000000003273,1983,8,6,05:46 -> 08:14,,0
10,T03,F10,C04,LAX,DFW,43340.0,52263.0,8923.0,7123.00000000759,1983,8,6,12:02 -> 14:31,,0
11,T03,F14,C06,DFW,ATL,61539.0,66822.0,5283.0,3482.999999998477,1174,8,8,17:05 -> 18:33,02:54,1
12,T03,F15,C07,ATL,DFW,68622.0,73905.0,5283.0,3483.0000000010536,1174,8,4,19:03 -> 20:31,01:58,2
13,T03,F11,C05,DFW,ATL,75939.0,81222.0,5283.0,3483.000000000218,1174,8,0,21:05 -> 22:33,04:00,1
14,T03,F12,C02,ATL,DFW,84063.0,89346.0,5283.0,3483.0,1174,8,6,23:21 -> 00:49 (+1),,0
15,T04,F13,C06,JFK,DFW,23880.0,33933.0,10053.0,8253.0,2234,6,3,06:38 -> 09:25,01:00,1
16,T04,F16,C03,DFW,ATL,87977.0,93260.0,5283.0,3483.000000002209,1174,6,4,00:26 (+1) -> 01:54 (+1),,0
