Tail,Flight,Crew,From,To,SDT,SAT,Flight_time,Cruise_time,Distance,Capacity,Pax,Timestring,is_disrupted
T00,F00,C00,MCO,PHL,19860.0,26106.0,6246,4446,1388,160,128,05:31 -> 07:15,0
T00,F01,C00,PHL,MCO,41754.0,48000.0,6246,4446,1388,160,128,11:35 -> 13:20,0
T00,F02,C00,MCO,DTW,66099.0,73042.0,6943,5143,1543,160,128,18:21 -> 20:17,0
T00,F03,C01,DTW,ATL,84480.0,88791.0,4311,2511,958,160,128,23:28 -> 00:39 (+1),0
T01,F04,C02,PHX,ATL,19980.0,31450.0,11470,9670,2549,120,96,05:33 -> 08:44,0
T01,F05,C02,ATL,DEN,56798.39038049698,65465.39038049698,8667,6867,1926,120,96,15:46 -> 18:11,1
T02,F06,C03,EWR,DTW,20760.0,24283.0,3523,1723,783,160,128,05:46 -> 06:44,0
T02,F07,C03,DTW,EWR,44848.0,48371.0,3523,1723,783,160,128,12:27 -> 13:26,0
T02,F08,C03,EWR,MIA,74784.0,82659.0,7875,6075,1750,160,128,20:46 -> 22:57,0
T02,F09,C04,MIA,IAH,84498.0,91468.0,6970,5170,1549,160,128,23:28 -> 01:24 (+1),0
T03,F10,C05,CLT,EWR,20220.0,24045.0,3825,2025,850,200,160,05:37 -> 06:40,0
T03,F11,C05,EWR,CLT,54359.53420375706,58184.53420375706,3825,2025,850,200,160,15:05 -> 16:09,1
T03,F12,C05,CLT,MCO,84008.0,87405.0,3397,1597,755,200,160,23:20 -> 00:16 (+1),0
T04,F13,C06,BOS,ATL,20400.0,27244.0,6844,5044,1521,120,96,05:40 -> 07:34,0
T04,F14,C06,ATL,JFK,62007.0,67506.0,5499,3699,1222,120,96,17:13 -> 18:45,0
T04,F15,C06,JFK,DFW,82469.0,92522.0,10053,8253,2234,120,96,22:54 -> 01:42 (+1),0
T05,F16,C07,ORD,MCO,19920.0,27210.0,7290,5490,1620,160,128,05:32 -> 07:33,0
T05,F17,C07,MCO,ORD,45793.0119521852,53083.0119521852,7290,5490,1620,160,128,12:43 -> 14:44,1
T05,F18,C08,ORD,CLT,45958.0,50296.0,4338,2538,964,160,128,12:45 -> 13:58,0
T05,F19,C08,CLT,JFK,80750.0,84665.0,3915,2115,870,160,128,22:25 -> 23:31,0
T06,F20,C09,EWR,DEN,20700.0,32292.0,11592,9792,2576,160,128,05:45 -> 08:58,0
T06,F21,C09,DEN,JFK,65451.0,77191.0,11740,9940,2609,160,128,18:10 -> 21:26,0
T07,F22,C10,ATL,EWR,20280.0,25675.0,5395,3595,1199,120,96,05:38 -> 07:07,0
T07,F23,C10,EWR,DTW,54649.0,58172.0,3523,1723,783,120,96,15:10 -> 16:09,0
T07,F24,C00,DTW,EWR,83832.0,87355.0,3523,1723,783,120,96,23:17 -> 00:15 (+1),0
T08,F25,C11,DFW,SFO,21000.0,31579.0,10579,8779,2351,120,96,05:50 -> 08:46,0
T08,F26,C11,SFO,DFW,37472.0,48051.0,10579,8779,2351,120,96,10:24 -> 13:20,0
