Tail,Flight,Crew,From,To,SDT,SAT,Flight_time,Cruise_time,Distance,Capacity,Pax,Timestring,is_disrupted
T00,F00,C00,MCO,PHX,19860.0,33220.0,13360,11560,2969,160,128,05:31 -> 09:13,0
T00,F01,C00,PHX,ATL,56139.995573521766,67609.99557352177,11470,9670,2549,160,128,15:35 -> 18:46,1
T00,F02,C01,ATL,JFK,82089.0,87588.0,5499,3699,1222,160,128,22:48 -> 00:19 (+1),0
T01,F03,C02,JFK,CLT,20340.0,24255.0,3915,2115,870,200,160,05:39 -> 06:44,0
T01,F04,C02,CLT,IAH,55141.0,61738.0,6597,4797,1466,200,160,15:19 -> 17:08,0
T01,F05,C02,IAH,ATL,81235.13123577471,86216.13123577471,4981,3181,1107,200,160,22:33 -> 23:56,1
T02,F06,C03,ATL,BOS,19920.0,26764.0,6844,5044,1521,200,160,05:32 -> 07:26,0
T02,F07,C03,BOS,DEN,56773.0,69440.0,12667,10867,2815,200,160,15:46 -> 19:17,0
T03,F08,C04,ORD,IAH,20160.0,26865.0,6705,4905,1490,160,128,05:36 -> 07:27,0
T03,F09,C04,IAH,ORD,70402.6689029601,77107.6689029601,6705,4905,1490,160,128,19:33 -> 21:25,1
T03,F10,C04,ORD,IAH,91112.1738706442,97817.1738706442,6705,4905,1490,160,128,01:18 -> 03:10,1
T04,F11,C05,DFW,DTW,20340.0,27477.0,7137,5337,1586,160,128,05:39 -> 07:37,0
T04,F12,C05,DTW,MCO,59408.71804907339,66351.71804907339,6943,5143,1543,160,128,16:30 -> 18:25,1
T04,F13,C05,MCO,ATL,76838.0,79763.0,2925,1125,650,160,128,21:20 -> 22:09,0
T05,F14,C06,LAX,DEN,20940.0,27172.0,6232,4432,1385,120,96,05:49 -> 07:32,0
T05,F15,C06,DEN,PHL,31334.0,42584.0,11250,9450,2500,120,96,08:42 -> 11:49,0
T05,F16,C07,PHL,DEN,45705.0,56955.0,11250,9450,2500,120,96,12:41 -> 15:49,0
T05,F17,C03,DEN,ATL,88192.16265357439,96859.16265357439,8667,6867,1926,120,96,00:29 -> 02:54,1
T06,F18,C08,PHL,ORD,28448.03417733764,33344.034177337635,4896,3096,1088,200,160,07:54 -> 09:15,1
T06,F19,C08,ORD,LAX,49856.0,62465.0,12609,10809,2802,200,160,13:50 -> 17:21,0
T06,F20,C09,LAX,DFW,67082.0,76005.0,8923,7123,1983,200,160,18:38 -> 21:06,0
T07,F21,C10,LAS,SFO,19980.0,22968.0,2988,1188,664,200,160,05:33 -> 06:22,0
T07,F22,C10,SFO,IAH,32231.60649718301,44052.60649718301,11821,10021,2627,200,160,08:57 -> 12:14,1
T07,F23,C11,IAH,SFO,73471.0,85292.0,11821,10021,2627,200,160,20:24 -> 23:41,0
T08,F24,C12,SFO,DFW,32561.597471641093,43140.59747164109,10579,8779,2351,120,96,09:02 -> 11:59,1
T08,F25,C12,DFW,DEN,36669.106015564066,41313.106015564066,4644,2844,1032,120,96,10:11 -> 11:28,1
T08,F26,C13,DEN,ATL,55233.00455503139,63900.00455503139,8667,6867,1926,120,96,15:20 -> 17:45,1
T08,F27,C13,ATL,MCO,62104.0,65029.0,2925,1125,650,120,96,17:15 -> 18:03,0
T09,F28,C14,PHX,DEN,20460.0,24816.0,4356,2556,968,120,96,05:41 -> 06:53,0
T09,F29,C14,DEN,ATL,42591.0,51258.0,8667,6867,1926,120,96,11:49 -> 14:14,0
T09,F30,C00,ATL,DFW,83988.0,89271.0,5283,3483,1174,120,96,23:19 -> 00:47 (+1),0
T10,F31,C15,LAS,MSP,19980.0,29371.0,9391,7591,2087,200,160,05:33 -> 08:09,0
T10,F32,C15,MSP,LAX,49749.2351733159,60850.2351733159,11101,9301,2467,200,160,13:49 -> 16:54,1
T10,F33,C08,LAX,DFW,67444.0,76367.0,8923,7123,1983,200,160,18:44 -> 21:12,0
T11,F34,C16,ORD,DFW,25265.261469534034,31070.261469534034,5805,4005,1290,200,160,07:01 -> 08:37,1
T11,F35,C16,DFW,LAX,32616.0,41539.0,8923,7123,1983,200,160,09:03 -> 11:32,0
T11,F36,C15,LAX,ORD,66369.0,78978.0,12609,10809,2802,200,160,18:26 -> 21:56,0
T12,F37,C17,SFO,DFW,20400.0,30979.0,10579,8779,2351,200,160,05:40 -> 08:36,0
T12,F38,C17,DFW,ORD,48105.0,53910.0,5805,4005,1290,200,160,13:21 -> 14:58,0
T12,F39,C15,ORD,EWR,82118.0,87311.0,5193,3393,1154,200,160,22:48 -> 00:15 (+1),0
T13,F40,C18,SFO,LAS,20820.0,23808.0,2988,1188,664,160,128,05:47 -> 06:36,0
T13,F41,C18,LAS,IAH,28462.0,37291.0,8829,7029,1962,160,128,07:54 -> 10:21,0
T13,F42,C10,IAH,ATL,62296.0,67277.0,4981,3181,1107,160,128,17:18 -> 18:41,0
T13,F43,C02,ATL,IAH,96036.56610100648,101017.56610100648,4981,3181,1107,160,128,02:40 -> 04:03,1
T14,F44,C19,EWR,MIA,19980.0,27855.0,7875,6075,1750,160,128,05:33 -> 07:44,0
T14,F45,C19,MIA,DTW,47468.0,55779.0,8311,6511,1847,160,128,13:11 -> 15:29,0
T14,F46,C20,DTW,MIA,58214.0,66525.0,8311,6511,1847,160,128,16:10 -> 18:28,0
T15,F47,C21,MSP,JFK,21000.0,28429.0,7429,5629,1651,120,96,05:50 -> 07:53,0
T15,F48,C21,JFK,IAH,47696.698224223015,57942.698224223015,10246,8446,2277,120,96,13:14 -> 16:05,1
T15,F49,C18,IAH,JFK,60325.43927289449,70571.4392728945,10246,8446,2277,120,96,16:45 -> 19:36,1
T15,F50,C22,JFK,CLT,78930.0,82845.0,3915,2115,870,120,96,21:55 -> 23:00,0
T16,F51,C23,CLT,MCO,19860.0,23257.0,3397,1597,755,160,128,05:31 -> 06:27,0
T16,F52,C23,MCO,CLT,49977.0,53374.0,3397,1597,755,160,128,13:52 -> 14:49,0
T16,F53,C23,CLT,MCO,65407.0,68804.0,3397,1597,755,160,128,18:10 -> 19:06,0
T17,F54,C24,DFW,EWR,20700.0,30618.0,9918,8118,2204,160,128,05:45 -> 08:30,0
T17,F55,C24,EWR,MSP,34929.86117039621,42210.86117039621,7281,5481,1618,160,128,09:42 -> 11:43,1
T17,F56,C25,MSP,BOS,61491.35418858935,69609.35418858935,8118,6318,1804,160,128,17:04 -> 19:20,1
T17,F57,C25,BOS,MSP,65178.0,73296.0,8118,6318,1804,160,128,18:06 -> 20:21,0
T17,F58,C26,MSP,SFO,78450.0,89929.0,11479,9679,2551,160,128,21:47 -> 00:58 (+1),0
T18,F59,C27,PHL,ATL,31242.989747588785,36061.989747588785,4819,3019,1071,160,128,08:40 -> 10:01,1
T18,F60,C27,ATL,LAS,38708.49282754162,51326.49282754162,12618,10818,2804,160,128,10:45 -> 14:15,1
T18,F61,C28,LAS,ATL,67164.89161695144,79782.89161695144,12618,10818,2804,160,128,18:39 -> 22:09,1
T19,F62,C29,JFK,DTW,29427.60472949285,33099.60472949285,3672,1872,816,120,96,08:10 -> 09:11,1
T19,F63,C29,DTW,JFK,44138.0,47810.0,3672,1872,816,120,96,12:15 -> 13:16,0
T19,F64,C29,JFK,DEN,56515.371399238364,68255.37139923837,11740,9940,2609,120,96,15:41 -> 18:57,1
T20,F65,C30,BOS,DEN,20940.0,33607.0,12667,10867,2815,120,96,05:49 -> 09:20,0
T20,F66,C07,DEN,PHX,59538.0,63894.0,4356,2556,968,120,96,16:32 -> 17:44,0
T20,F67,C31,PHX,DEN,78655.0,83011.0,4356,2556,968,120,96,21:50 -> 23:03,0
T21,F68,C32,ORD,SEA,20220.0,32644.0,12424,10624,2761,120,96,05:37 -> 09:04,0
