index,Tail,Flight,Crew,From,To,RDT,RAT,Flight_time,Cruise_time,Distance,Capacity,Pax,Timestring,Delay,DelayType
0,T00,F00,C00,JFK,DFW,27120.0,37173.0,10053.0,8253.0,2234,6,0,07:32 -> 10:19,02:00,1
1,T00,F01,C00,DFW,ATL,47145.0,52428.0,5283.0,3483.0,1174,6,4,13:05 -> 14:33,,0
2,T00,F02,C01,ATL,ORD,55197.0,59589.0,4392.0,2592.0,976,6,4,15:19 -> 16:33,,0
3,T00,F03,C01,ORD,JFK,61461.0,66802.0,5341.0,3541.0,1187,6,4,17:04 -> 18:33,,0
4,T01,F11,C05,JFK,ORD,19860.0,25201.0,5341.0,3540.999999393646,1187,6,6,05:31 -> 07:00,,0
5,T01,F12,C05,ORD,ATL,40827.0,45219.0,4392.0,2591.9999993015253,976,6,6,11:20 -> 12:33,,0
6,T01,F13,C05,ATL,JFK,49976.0,55475.0,5499.0,3699.0000002029124,1222,6,6,13:52 -> 15:24,,0
7,T02,F08,C04,DFW,ORD,20820.0,26625.0,5805.0,4005.0,1290,6,4,05:47 -> 07:23,,0
8,T02,F09,C04,ORD,ATL,49948.0,54340.0,4392.0,2592.0,976,6,4,13:52 -> 15:05,,0
9,T02,F10,C00,ATL,ORD,86768.0,91160.0,4392.0,2592.0,976,6,4,00:06 (+1) -> 01:19 (+1),,0
10,T03,F04,C02,JFK,ATL,19919.999999999,25418.999999999,5499.0,3698.999999513008,1222,8,8,05:31 -> 07:03,00:02,2
11,T03,F15,C02,ATL,DFW,27218.999999999,32501.999999999,5283.0,3482.9999983933963,1174,8,8,07:33 -> 09:01,01:57,2
12,T03,F16,C02,DFW,JFK,35183.0,45236.0,10053.0,8252.999981971758,2234,8,4,09:46 -> 12:33,,0
13,T03,F06,C02,JFK,DFW,49386.0,59439.0,10053.0,8253.000019300473,2234,8,4,13:43 -> 16:30,,0
14,T03,F07,C03,DFW,JFK,69134.0,79187.0,10053.0,8253.000038590786,2234,8,4,19:12 -> 21:59,,0
15,T03,F14,C01,JFK,ATL,82335.0,87834.0,5499.0,3699.0,1222,8,6,22:52 -> 00:23 (+1),,0
16,T04,F05,C06,ATL,JFK,45306.0,50805.0,5499.0,3699.0,1222,6,4,12:35 -> 14:06,03:00,1
17,T04,F17,C05,JFK,DFW,62738.0,72791.0,10053.0,8253.0,2234,6,4,17:25 -> 20:13,,0
