Rec_itin,Skd_itin,Rec_flights,Skd_flights,Pax,From,To,RDT,RAT,Arr_delay,Cost,Rec_string
I00,I00,F00,F00,128,SFO,DFW,26104.497844738355,36683.497844738355,6244.497844738355,13644.0,07:15 -> 10:11
I01,I01,F01,F01,128,DFW,JFK,47393.26739215161,57446.26739215161,1306.2673921516107,2854.1,13:09 -> 15:57
I02,I02,F02,F02,128,JFK,ATL,77890.99999999996,83389.99999999996,0.0,0.0,21:38 -> 23:09
I03,I03,F03,F03,160,ORD,CLT,20340.0,24678.0,0.0,0.0,05:39 -> 06:51
I04,I04,F04,F04,160,CLT,JFK,55564.0,59479.0,0.0,0.0,15:26 -> 16:31
I05,I05,F05,F05,160,JFK,DFW,72092.0,82145.0,0.0,0.0,20:01 -> 22:49
I06,I06,F06,F06,160,ATL,DFW,19920.0,25202.999999999985,0.0,0.0,05:32 -> 07:00
I07,I07,F07,F07,160,DFW,ATL,55212.0,60494.99999999996,0.0,0.0,15:20 -> 16:48
I08,I08,F08,F08,128,LAX,DFW,20160.0,29083.0,0.0,0.0,05:36 -> 08:04
I08,I23,F08,F22,72,LAX,DFW,20160.0,29083.0,360.0,442.5,05:36 -> 08:04
I09,I09,F09,F09,88,DFW,LAX,63622.92040354123,72545.9204035412,5265.920403541197,7910.3,17:40 -> 20:09
I10,I10,F10,F10,75,LAX,ORD,27647.07455792765,40256.074557927626,7307.074557927626,9354.9,07:40 -> 11:10
I12,I12,F11,F11,75,ORD,ATL,59584.0763236522,63976.07632365217,6113.076323652167,7826.3,16:33 -> 17:46
I13,I13,F12,F12,128,ATL,ORD,79759.0,84151.0,0.0,0.0,22:09 -> 23:22
I14,I14,F13,F13,96,ORD,JFK,19860.0,25200.999999999985,0.0,0.0,05:31 -> 07:00
I15,I15,F14,F14,96,JFK,ORD,43298.0,48638.99999999997,0.0,0.0,12:01 -> 13:30
I16,I16,F15,F15,96,ORD,LAX,76349.0,88958.0,0.0,0.0,21:12 -> 00:42 (+1)
I17,I17,F16,F16,128,JFK,ORD,21299.937481564582,26640.937481564564,539.9374815645642,1179.7,05:54 -> 07:24
I18,I18,F17,F17,72,ORD,LAX,58511.0,71120.0,0.0,0.0,16:15 -> 19:45
I19,I19,F18,F18,128,LAX,DEN,20400.0,26631.999999999985,0.0,0.0,05:40 -> 07:23
I20,I20,F19,F19,128,DEN,ATL,49983.0,58649.99999999997,0.0,0.0,13:53 -> 16:17
I21,I21,F20,F20,128,ATL,DEN,65776.07632365113,74443.07632365113,1321.0763236511266,2886.5,18:16 -> 20:40
I22,I22,F21,F21,128,DEN,ATL,78362.0,87028.99999999996,0.0,0.0,21:46 -> 00:10 (+1)
I23,I23,F22,F22,88,LAX,DFW,20805.91809947451,29728.91809947451,1005.9180994745111,1511.0,05:46 -> 08:15
I24,I09,F23,F09,40,DFW,LAX,59746.18451675578,68669.18451675573,1389.184516755733,948.5,16:35 -> 19:04
I24,I24,F23,F23,160,DFW,LAX,59746.18451675578,68669.18451675573,835.1845167557331,2281.1,16:35 -> 19:04
I25,I25,F17-F24,F17-F24,56,ORD,DFW,58511.0,82525.0,0.0,0.0,16:15 -> 22:55
I26,I26,F24,F24,104,LAX,DFW,73602.0,82525.0,0.0,0.0,20:26 -> 22:55
I27,I27,F25,F25,160,ATL,DEN,20820.0,29486.99999999998,0.0,0.0,05:47 -> 08:11
I28,I28,F26,F26,160,DEN,ATL,40176.0,48842.99999999997,0.0,0.0,11:09 -> 13:34
I29,I29,F27,F27,160,ATL,DEN,62623.0,71289.99999999996,0.0,0.0,17:23 -> 19:48
I30,I11,F22-F07,F10-F11,21,LAX,ATL,20805.91809947451,60494.99999999996,2631.9999999999636,943.5,05:46 -> 16:48
I31,I11,F18-F26,F10-F11,32,LAX,ATL,20400.0,48842.99999999997,0.0,0.0,05:40 -> 13:34
