Tail,Flight,Crew,From,To,SDT,SAT,Flight_time,Cruise_time,Distance,Capacity,Pax,Timestring,is_disrupted
T00,F00,C00,IAD,FLL,24456.40245298014,30994.40245298014,6538,4738,1453,160,128,06:47 -> 08:36,1
T00,F01,C00,FLL,LGA,45536.0,53339.0,7803,6003,1734,160,128,12:38 -> 14:48,0
T00,F02,C00,LGA,FLL,85633.0,93436.0,7803,6003,1734,160,128,23:47 -> 01:57 (+1),0
T01,F03,C01,LGA,MCO,20280.0,27165.0,6885,5085,1530,120,96,05:38 -> 07:32,0
T01,F04,C01,MCO,ORD,54884.380562911036,62174.380562911036,7290,5490,1620,120,96,15:14 -> 17:16,1
T01,F05,C01,ORD,LGA,64692.0,69988.0,5296,3496,1177,120,96,17:58 -> 19:26,0
T01,F06,C02,LGA,ATL,83887.0,89395.0,5508,3708,1224,120,96,23:18 -> 00:49 (+1),0
T02,F07,C03,DAL,LAX,32470.877826768476,41474.877826768476,9004,7204,2001,200,160,09:01 -> 11:31,1
T02,F08,C03,LAX,DFW,54894.0,63817.0,8923,7123,1983,200,160,15:14 -> 17:43,0
T03,F09,C04,TPA,DAL,19920.0,26553.0,6633,4833,1474,200,160,05:32 -> 07:22,0
T03,F10,C04,DAL,ORD,40011.34124864502,45793.34124864502,5782,3982,1285,200,160,11:06 -> 12:43,1
T03,F11,C04,ORD,DFW,46846.0,52651.0,5805,4005,1290,200,160,13:00 -> 14:37,0
T03,F12,C03,DFW,DEN,82018.70605770341,86662.70605770341,4644,2844,1032,200,160,22:46 -> 00:04,1
T04,F13,C05,MIA,JFK,20880.0,28786.0,7906,6106,1757,160,128,05:48 -> 07:59,0
T04,F14,C05,JFK,MIA,69958.78618248652,77864.78618248652,7906,6106,1757,160,128,19:25 -> 21:37,1
T05,F15,C06,ORD,ATL,33681.019034800425,38073.019034800425,4392,2592,976,120,96,09:21 -> 10:34,1
T05,F16,C06,ATL,ORD,55044.0,59436.0,4392,2592,976,120,96,15:17 -> 16:30,0
T05,F17,C06,ORD,DAL,79724.0,85506.0,5782,3982,1285,120,96,22:08 -> 23:45,0
T06,F18,C07,PHL,DFW,21369.11377702458,30783.11377702458,9414,7614,2092,160,128,05:56 -> 08:33,1
T06,F19,C04,DFW,LAX,65566.0,74489.0,8923,7123,1983,160,128,18:12 -> 20:41,0
T07,F20,C08,LAS,ORD,19980.0,30919.0,10939,9139,2431,200,160,05:33 -> 08:35,0
T07,F21,C08,ORD,MCO,40396.0986553315,47686.0986553315,7290,5490,1620,200,160,11:13 -> 13:14,1
T07,F22,C09,MCO,ORD,76891.0,84181.0,7290,5490,1620,200,160,21:21 -> 23:23,0
T08,F23,C10,ATL,IAH,20418.736574304025,25399.736574304025,4981,3181,1107,120,96,05:40 -> 07:03,1
T08,F24,C10,IAH,CLT,54868.45307635522,61465.45307635522,6597,4797,1466,120,96,15:14 -> 17:04,1
T08,F25,C10,CLT,MDW,55594.0,59824.0,4230,2430,940,120,96,15:26 -> 16:37,0
T09,F26,C11,LGA,DFW,23684.622588692942,33723.622588692946,10039,8239,2231,160,128,06:34 -> 09:22,1
T09,F27,C07,DFW,IAD,34280.0,42749.0,8469,6669,1882,160,128,09:31 -> 11:52,0
T09,F28,C12,IAD,MIA,67603.88236824308,74290.88236824308,6687,4887,1486,160,128,18:46 -> 20:38,1
T10,F29,C13,DEN,IAD,20160.0,30649.0,10489,8689,2331,200,160,05:36 -> 08:30,0
T10,F30,C07,IAD,MIA,55575.0,62262.0,6687,4887,1486,200,160,15:26 -> 17:17,0
T10,F31,C05,MIA,IAD,79189.0,85876.0,6687,4887,1486,200,160,21:59 -> 23:51,0
T11,F32,C14,FLL,MDW,20460.0,28920.0,8460,6660,1880,160,128,05:41 -> 08:02,0
T11,F33,C14,MDW,ATL,35966.0,40245.0,4279,2479,951,160,128,09:59 -> 11:10,0
T11,F34,C14,ATL,JFK,81331.59421106434,86830.59421106434,5499,3699,1222,160,128,22:35 -> 00:07,1
T12,F35,C15,TPA,JFK,20940.0,28225.0,7285,5485,1619,200,160,05:49 -> 07:50,0
T12,F36,C15,JFK,ATL,57512.45196236184,63011.45196236184,5499,3699,1222,200,160,15:58 -> 17:30,1
T12,F37,C15,ATL,JFK,68396.0,73895.0,5499,3699,1222,200,160,18:59 -> 20:31,0
T13,F38,C16,PHL,DFW,20580.0,29994.0,9414,7614,2092,200,160,05:43 -> 08:19,0
T13,F39,C11,DFW,PHL,37460.0,46874.0,9414,7614,2092,200,160,10:24 -> 13:01,0
T13,F40,C17,PHL,FLL,63939.0,71139.0,7200,5400,1600,200,160,17:45 -> 19:45,0
T13,F41,C17,FLL,PHL,72941.0,80141.0,7200,5400,1600,200,160,20:15 -> 22:15,0
T14,F42,C18,SFO,MSP,20820.0,32299.0,11479,9679,2551,160,128,05:47 -> 08:58,0
T14,F43,C18,MSP,DFW,46742.678051717914,52916.678051717914,6174,4374,1372,160,128,12:59 -> 14:41,1
T14,F44,C16,DFW,ATL,71032.4209284161,76315.4209284161,5283,3483,1174,160,128,19:43 -> 21:11,1
T15,F45,C19,DFW,SLC,20700.0,27850.0,7150,5350,1589,120,96,05:45 -> 07:44,0
T15,F46,C19,SLC,DFW,32432.0,39582.0,7150,5350,1589,120,96,09:00 -> 10:59,0
T15,F47,C18,DFW,DCA,56873.0,65486.0,8613,6813,1914,120,96,15:47 -> 18:11,0
T16,F48,C20,DAL,DEN,19860.0,24571.0,4711,2911,1047,200,160,05:31 -> 06:49,0
T16,F49,C20,DEN,SEA,47150.0,54552.0,7402,5602,1645,200,160,13:05 -> 15:09,0
T16,F50,C20,SEA,ORD,71244.0,83668.0,12424,10624,2761,200,160,19:47 -> 23:14,0
T17,F51,C21,MIA,CLT,20400.0,25120.0,4720,2920,1049,160,128,05:40 -> 06:58,0
T17,F52,C21,CLT,BOS,38488.0,43753.0,5265,3465,1170,160,128,10:41 -> 12:09,0
T17,F53,C21,BOS,CLT,79134.0,84399.0,5265,3465,1170,160,128,21:58 -> 23:26,0
T18,F54,C22,MDW,PHL,20220.0,25044.0,4824,3024,1072,160,128,05:37 -> 06:57,0
T18,F55,C11,PHL,CLT,56154.0,59398.0,3244,1444,721,160,128,15:35 -> 16:29,0
T18,F56,C23,CLT,IAH,64913.0,71510.0,6597,4797,1466,160,128,18:01 -> 19:51,0
T19,F57,C24,DCA,ORD,30351.396731193014,34770.39673119302,4419,2619,982,120,96,08:25 -> 09:39,1
T19,F58,C24,ORD,ATL,52047.0,56439.0,4392,2592,976,120,96,14:27 -> 15:40,0
T19,F59,C24,ATL,ORD,60490.0,64882.0,4392,2592,976,120,96,16:48 -> 18:01,0
T19,F60,C24,ORD,ATL,80722.60081881484,85114.60081881484,4392,2592,976,120,96,22:25 -> 23:38,1
T20,F61,C25,CLT,JFK,29961.108647220608,33876.10864722061,3915,2115,870,160,128,08:19 -> 09:24,1
T20,F62,C25,JFK,CLT,32559.0,36474.0,3915,2115,870,160,128,09:02 -> 10:07,0
T20,F63,C25,CLT,MDW,56256.0,60486.0,4230,2430,940,160,128,15:37 -> 16:48,0
T20,F64,C10,MDW,JFK,65864.0,71147.0,5283,3483,1174,160,128,18:17 -> 19:45,0
T21,F65,C26,PDX,DFW,20760.0,32446.0,11686,9886,2597,160,128,05:46 -> 09:00,0
T21,F66,C19,DFW,JFK,45274.0,55327.0,10053,8253,2234,160,128,12:34 -> 15:22,0
T22,F67,C27,TPA,ATL,20280.0,23223.0,2943,1143,654,120,96,05:38 -> 06:27,0
T22,F68,C27,ATL,TPA,39416.59245523313,42359.59245523313,2943,1143,654,120,96,10:56 -> 11:45,1
T22,F69,C27,TPA,CLT,58815.0,62496.0,3681,1881,818,120,96,16:20 -> 17:21,0
T22,F70,C11,CLT,MIA,73105.05787076819,77825.05787076819,4720,2920,1049,120,96,20:18 -> 21:37,1
T22,F71,C07,MIA,DTW,78378.0,86689.0,8311,6511,1847,120,96,21:46 -> 00:04 (+1),0
T23,F72,C28,PHL,ORD,20220.0,25116.0,4896,3096,1088,200,160,05:37 -> 06:58,0
T23,F73,C28,ORD,PHL,53611.38116732218,58507.38116732218,4896,3096,1088,200,160,14:53 -> 16:15,1
T23,F74,C22,PHL,MSP,58324.0,65407.0,7083,5283,1574,200,160,16:12 -> 18:10,0
T23,F75,C22,MSP,LAX,69336.0,80437.0,11101,9301,2467,200,160,19:15 -> 22:20,0
T24,F76,C29,JFK,DFW,20700.0,30753.0,10053,8253,2234,160,128,05:45 -> 08:32,0
T24,F77,C26,DFW,LAX,42005.735464751844,50928.735464751844,8923,7123,1983,160,128,11:40 -> 14:08,1
T24,F78,C30,LAX,DFW,72679.0,81602.0,8923,7123,1983,160,128,20:11 -> 22:40,0
T25,F79,C31,IAH,FLL,31359.152519848645,38338.15251984865,6979,5179,1551,200,160,08:42 -> 10:38,1
T25,F80,C31,FLL,IAH,45707.0,52686.0,6979,5179,1551,200,160,12:41 -> 14:38,0
T25,F81,C23,IAH,DCA,76111.0,84845.0,8734,6934,1941,200,160,21:08 -> 23:34,0
T26,F82,C32,TPA,PHX,19980.0,32904.0,12924,11124,2872,200,160,05:33 -> 09:08,0
T26,F83,C32,PHX,IAH,44033.247390373166,51323.247390373166,7290,5490,1620,200,160,12:13 -> 14:15,1
T26,F84,C31,IAH,ORD,65839.0,72544.0,6705,4905,1490,200,160,18:17 -> 20:09,0
T27,F85,C33,IAD,MDW,21000.0,25171.0,4171,2371,927,120,96,05:50 -> 06:59,0
T27,F86,C33,MDW,EWR,41338.0,46472.0,5134,3334,1141,120,96,11:28 -> 12:54,0
T27,F87,C33,EWR,DEN,79834.0,91426.0,11592,9792,2576,120,96,22:10 -> 01:23 (+1),0
T28,F88,C34,MCO,IAH,20580.0,26754.0,6174,4374,1372,160,128,05:43 -> 07:25,0
T28,F89,C32,IAH,ORD,61462.0,68167.0,6705,4905,1490,160,128,17:04 -> 18:56,0
T28,F90,C35,ORD,CLT,72786.78673586708,77124.78673586708,4338,2538,964,160,128,20:13 -> 21:25,1
T29,F91,C36,MSP,ATL,20460.0,27025.0,6565,4765,1459,120,96,05:41 -> 07:30,0
T29,F92,C36,ATL,MSP,29780.0,36345.0,6565,4765,1459,120,96,08:16 -> 10:05,0
T29,F93,C36,MSP,BOS,75399.08100780711,83517.08100780711,8118,6318,1804,120,96,20:56 -> 23:11,1
