Tail,Flight,Crew,From,To,SDT,SAT,Flight_time,Cruise_time,Distance,Capacity,Pax,Timestring,is_disrupted
T00,F00,C00,IAD,FLL,20580.0,27118.0,6538,4738,1453,160,128,05:43 -> 07:31,0
T00,F01,C00,FLL,LGA,47086.0727052653,54889.0727052653,7803,6003,1734,160,128,13:04 -> 15:14,1
T00,F02,C00,LGA,FLL,85633.0,93436.0,7803,6003,1734,160,128,23:47 -> 01:57 (+1),0
T01,F03,C01,LGA,MCO,20280.0,27165.0,6885,5085,1530,120,96,05:38 -> 07:32,0
T01,F04,C01,MCO,ORD,53081.0,60371.0,7290,5490,1620,120,96,14:44 -> 16:46,0
T01,F05,C01,ORD,LGA,64692.0,69988.0,5296,3496,1177,120,96,17:58 -> 19:26,0
T01,F06,C02,LGA,ATL,83887.0,89395.0,5508,3708,1224,120,96,23:18 -> 00:49 (+1),0
T02,F07,C03,DAL,LAX,19800.0,28804.0,9004,7204,2001,200,160,05:30 -> 08:00,0
T02,F08,C03,LAX,DFW,54894.0,63817.0,8923,7123,1983,200,160,15:14 -> 17:43,0
T03,F09,C04,TPA,DAL,19920.0,26553.0,6633,4833,1474,200,160,05:32 -> 07:22,0
T03,F10,C04,DAL,ORD,36513.0,42295.0,5782,3982,1285,200,160,10:08 -> 11:44,0
T03,F11,C04,ORD,DFW,46846.0,52651.0,5805,4005,1290,200,160,13:00 -> 14:37,0
T03,F12,C03,DFW,DEN,73304.0,77948.0,4644,2844,1032,200,160,20:21 -> 21:39,0
T04,F13,C05,MIA,JFK,20880.0,28786.0,7906,6106,1757,160,128,05:48 -> 07:59,0
T04,F14,C05,JFK,MIA,63394.08501520239,71300.08501520239,7906,6106,1757,160,128,17:36 -> 19:48,1
T05,F15,C06,ORD,ATL,20040.0,24432.0,4392,2592,976,120,96,05:34 -> 06:47,0
T05,F16,C06,ATL,ORD,55044.0,59436.0,4392,2592,976,120,96,15:17 -> 16:30,0
T05,F17,C06,ORD,DAL,79724.0,85506.0,5782,3982,1285,120,96,22:08 -> 23:45,0
T06,F18,C07,PHL,DFW,20280.0,29694.0,9414,7614,2092,160,128,05:38 -> 08:14,0
T06,F19,C04,DFW,LAX,65566.0,74489.0,8923,7123,1983,160,128,18:12 -> 20:41,0
T07,F20,C08,LAS,ORD,19980.0,30919.0,10939,9139,2431,200,160,05:33 -> 08:35,0
T07,F21,C08,ORD,MCO,38549.0,45839.0,7290,5490,1620,200,160,10:42 -> 12:43,0
T07,F22,C09,MCO,ORD,76891.0,84181.0,7290,5490,1620,200,160,21:21 -> 23:23,0
T08,F23,C10,ATL,IAH,19980.0,24961.0,4981,3181,1107,120,96,05:33 -> 06:56,0
T08,F24,C10,IAH,CLT,46458.0,53055.0,6597,4797,1466,120,96,12:54 -> 14:44,0
T08,F25,C10,CLT,MDW,57728.9410218596,61958.9410218596,4230,2430,940,120,96,16:02 -> 17:12,1
T09,F26,C11,LGA,DFW,19980.0,30019.0,10039,8239,2231,160,128,05:33 -> 08:20,0
T09,F27,C07,DFW,IAD,34280.0,42749.0,8469,6669,1882,160,128,09:31 -> 11:52,0
