Tail,Flight,Crew,From,To,SDT,SAT,Flight_time,Cruise_time,Distance,Capacity,Pax,Timestring,is_disrupted
T00,F00,C00,SEA,DFW,20580.0,32586.0,12006,10206,2668,160,128,05:43 -> 09:03,0
T00,F01,C00,DFW,SEA,51004.0,63010.0,12006,10206,2668,160,128,14:10 -> 17:30,0
T01,F02,C01,LAS,ORD,20040.0,30979.0,10939,9139,2431,120,96,05:34 -> 08:36,0
T01,F03,C01,ORD,LAS,56634.218634331926,67573.21863433192,10939,9139,2431,120,96,15:43 -> 18:46,1
T02,F04,C02,JFK,ORD,23935.879345237372,29276.879345237372,5341,3541,1187,120,96,06:38 -> 08:07,1
T02,F05,C02,ORD,DEN,62916.5826123762,69333.5826123762,6417,4617,1426,120,96,17:28 -> 19:15,1
T03,F06,C03,JFK,DEN,19860.0,31600.0,11740,9940,2609,200,160,05:31 -> 08:46,0
T03,F07,C03,DEN,LAX,33880.0,40112.0,6232,4432,1385,200,160,09:24 -> 11:08,0
T03,F08,C04,LAX,DEN,64762.0,70994.0,6232,4432,1385,200,160,17:59 -> 19:43,0
T04,F09,C05,IAH,ORD,19920.0,26625.0,6705,4905,1490,160,128,05:32 -> 07:23,0
T04,F10,C05,ORD,ATL,36585.0,40977.0,4392,2592,976,160,128,10:09 -> 11:22,0
T04,F11,C05,ATL,PHX,72210.3209109133,83680.3209109133,11470,9670,2549,160,128,20:03 -> 23:14,1
T05,F12,C06,DFW,MIA,20940.0,29049.0,8109,6309,1802,200,160,05:49 -> 08:04,0
T05,F13,C06,MIA,CLT,39285.972971215735,44005.972971215735,4720,2920,1049,200,160,10:54 -> 12:13,1
T05,F14,C06,CLT,DEN,46790.0,56456.0,9666,7866,2148,200,160,12:59 -> 15:40,0
T05,F15,C02,DEN,DFW,60618.0,65262.0,4644,2844,1032,200,160,16:50 -> 18:07,0
T06,F16,C07,JFK,ORD,33986.141692732774,39327.141692732774,5341,3541,1187,200,160,09:26 -> 10:55,1
T06,F17,C07,ORD,LAX,71390.35680628987,83999.35680628987,12609,10809,2802,200,160,19:49 -> 23:19,1
T07,F18,C08,LAX,DEN,20700.0,26932.0,6232,4432,1385,200,160,05:45 -> 07:28,0
T07,F19,C08,DEN,LAX,45348.346584644925,51580.346584644925,6232,4432,1385,200,160,12:35 -> 14:19,1
T07,F20,C03,LAX,DEN,67396.0,73628.0,6232,4432,1385,200,160,18:43 -> 20:27,0
T08,F21,C09,IAH,ORD,20220.0,26925.0,6705,4905,1490,120,96,05:37 -> 07:28,0
T08,F22,C09,ORD,ATL,59847.0,64239.0,4392,2592,976,120,96,16:37 -> 17:50,0
T08,F23,C09,ATL,IAH,84788.74825850688,89769.74825850688,4981,3181,1107,120,96,23:33 -> 00:56,1
T09,F24,C10,MIA,IAH,24748.582948671858,31718.582948671858,6970,5170,1549,120,96,06:52 -> 08:48,1
T09,F25,C10,IAH,MIA,57157.0,64127.0,6970,5170,1549,120,96,15:52 -> 17:48,0
T09,F26,C10,MIA,ATL,68388.0,72703.0,4315,2515,959,120,96,18:59 -> 20:11,0
T10,F27,C11,DEN,SFO,20700.0,27684.0,6984,5184,1552,160,128,05:45 -> 07:41,0
T10,F28,C11,SFO,DEN,35278.0,42262.0,6984,5184,1552,160,128,09:47 -> 11:44,0
T10,F29,C11,DEN,SEA,46047.0,53449.0,7402,5602,1645,160,128,12:47 -> 14:50,0
T10,F30,C00,SEA,DEN,70376.0,77778.0,7402,5602,1645,160,128,19:32 -> 21:36,0
T11,F31,C12,MIA,IAH,31869.71804907339,38839.71804907339,6970,5170,1549,160,128,08:51 -> 10:47,1
T11,F32,C12,IAH,LAX,34476.0,44443.0,9967,8167,2215,160,128,09:34 -> 12:20,0
T11,F33,C08,LAX,IAH,64858.0,74825.0,9967,8167,2215,160,128,18:00 -> 20:47,0
T12,F34,C13,PHX,ATL,20040.0,31510.0,11470,9670,2549,200,160,05:34 -> 08:45,0
T12,F35,C13,ATL,IAH,47483.0,52464.0,4981,3181,1107,200,160,13:11 -> 14:34,0
