Tail,Flight,Crew,From,To,SDT,SAT,Flight_time,Cruise_time,Distance,Capacity,Pax,Timestring,is_disrupted
T00,F00,C00,SEA,DFW,20580.0,32586.0,12006,10206,2668,160,128,05:43 -> 09:03,0
T00,F01,C00,DFW,ATL,51004.0,56287.0,5283,3483,1174,160,128,14:10 -> 15:38,0
T01,F02,C01,JFK,DEN,20040.0,31780.0,11740,9940,2609,120,96,05:34 -> 08:49,0
T01,F03,C01,DEN,EWR,42147.0,53739.0,11592,9792,2576,120,96,11:42 -> 14:55,0
T01,F04,C02,EWR,ATL,86393.0,91788.0,5395,3595,1199,120,96,23:59 -> 01:29 (+1),0
T02,F05,C03,DEN,PHX,20940.0,25296.0,4356,2556,968,160,128,05:49 -> 07:01,0
T02,F06,C03,PHX,SFO,45992.0,50699.0,4707,2907,1046,160,128,12:46 -> 14:04,0
T03,F07,C04,IAH,LAX,21000.0,30967.0,9967,8167,2215,160,128,05:50 -> 08:36,0
T03,F08,C04,LAX,IAH,64125.73382220266,74092.73382220266,9967,8167,2215,160,128,17:48 -> 20:34,1
T04,F09,C05,DFW,DEN,20220.0,24864.0,4644,2844,1032,200,160,05:37 -> 06:54,0
T04,F10,C05,DEN,DFW,58530.68662962644,63174.68662962644,4644,2844,1032,200,160,16:15 -> 17:32,1
T04,F11,C05,DFW,LAS,85808.0,93431.0,7623,5823,1694,200,160,23:50 -> 01:57 (+1),0
T05,F12,C06,LAS,DFW,20880.0,28503.0,7623,5823,1694,200,160,05:48 -> 07:55,0
T05,F13,C06,DFW,MIA,57592.0,65701.0,8109,6309,1802,200,160,15:59 -> 18:15,0
T05,F14,C07,MIA,DFW,69863.0,77972.0,8109,6309,1802,200,160,19:24 -> 21:39,0
T05,F15,C07,DFW,MIA,84886.0,92995.0,8109,6309,1802,200,160,23:34 -> 01:49 (+1),0
T06,F16,C08,MCO,PHX,20160.0,33520.0,13360,11560,2969,120,96,05:36 -> 09:18,0
T06,F17,C08,PHX,MCO,67801.0,81161.0,13360,11560,2969,120,96,18:50 -> 22:32,0
T07,F18,C09,DEN,ATL,20940.0,29607.0,8667,6867,1926,120,96,05:49 -> 08:13,0
T07,F19,C09,ATL,DEN,42873.0,51540.0,8667,6867,1926,120,96,11:54 -> 14:19,0
T07,F20,C10,DEN,ATL,53894.0,62561.0,8667,6867,1926,120,96,14:58 -> 17:22,0
T07,F21,C00,ATL,IAH,77195.796508356,82176.796508356,4981,3181,1107,120,96,21:26 -> 22:49,1
T08,F22,C11,MIA,ATL,20160.0,24475.0,4315,2515,959,120,96,05:36 -> 06:47,0
T08,F23,C11,ATL,DFW,39654.0,44937.0,5283,3483,1174,120,96,11:00 -> 12:28,0
T08,F24,C11,DFW,ATL,87296.45074295443,92579.45074295443,5283,3483,1174,120,96,00:14 -> 01:42,1
T09,F25,C12,LAX,DEN,20220.0,26452.0,6232,4432,1385,160,128,05:37 -> 07:20,0
T09,F26,C12,DEN,LAX,43165.0,49397.0,6232,4432,1385,160,128,11:59 -> 13:43,0
T09,F27,C12,LAX,DEN,75113.0,81345.0,6232,4432,1385,160,128,20:51 -> 22:35,0
T10,F28,C13,SEA,SFO,19860.0,24778.0,4918,3118,1093,120,96,05:31 -> 06:52,0
T10,F29,C13,SFO,DFW,32116.0,42695.0,10579,8779,2351,120,96,08:55 -> 11:51,0
T10,F30,C14,DFW,ATL,44946.0,50229.0,5283,3483,1174,120,96,12:29 -> 13:57,0
T10,F31,C14,ATL,DEN,57275.0,65942.0,8667,6867,1926,120,96,15:54 -> 18:19,0
