index,Tail,Flight,Crew,From,To,RDT,RAT,Flight_time,Cruise_time,Distance,Capacity,Pax,Timestring,Delay,DelayType
0,T00,F00,C00,JFK,DFW,19920.0,29973.0,10053.0,8252.999998550267,2234,6,4,05:32 -> 08:19,,0
1,T00,F01,C00,DFW,ATL,47145.0,52428.0,5283.0,3482.999999481529,1174,6,4,13:05 -> 14:33,,0
2,T00,F02,C01,ATL,ORD,55197.0,59589.0,4392.0,2591.999999641015,976,6,4,15:19 -> 16:33,,0
3,T00,F03,C01,ORD,JFK,68661.0,74002.0,5341.0,3540.999999470425,1187,6,4,19:04 -> 20:33,02:00,1
4,T01,F04,C02,JFK,ATL,19800.0,25299.0,5499.0,3698.9999994500818,1222,6,4,05:30 -> 07:01,,0
5,T01,F05,C02,ATL,JFK,34506.0,40005.0,5499.0,3698.9999994497402,1222,6,4,09:35 -> 11:06,,0
6,T01,F06,C02,JFK,DFW,49386.0,59439.0,10053.0,8252.999998543402,2234,6,4,13:43 -> 16:30,,0
7,T01,F07,C03,DFW,JFK,72734.0,82787.0,10053.0,8252.99999860375,2234,6,4,20:12 -> 22:59,01:00,1
8,T02,F08,C04,DFW,ORD,20820.0,26625.0,5805.0,4004.999999348551,1290,6,4,05:47 -> 07:23,,0
9,T02,F09,C04,ORD,ATL,49948.0,54340.0,4392.0,2591.9999996387055,976,6,4,13:52 -> 15:05,,0
10,T02,F10,C00,ATL,ORD,86768.0,91160.0,4392.0,2592.0,976,6,4,00:06 (+1) -> 01:19 (+1),,0
11,T03,F11,C05,JFK,ORD,19860.0,25201.0,5341.0,3540.9999994597783,1187,8,6,05:31 -> 07:00,,0
12,T03,F12,C05,ORD,ATL,40827.0,45219.0,4392.0,2591.999999646978,976,8,6,11:20 -> 12:33,,0
13,T03,F13,C05,ATL,JFK,49976.0,55475.0,5499.0,3698.9999994204845,1222,8,6,13:52 -> 15:24,,0
14,T03,F14,C01,JFK,ATL,82335.0,87834.0,5499.0,3699.0,1222,8,6,22:52 -> 00:23 (+1),,0
15,T04,F15,C06,ATL,DFW,20160.0,25443.0,5283.0,3482.9999994550985,1174,6,4,05:36 -> 07:04,,0
16,T04,F16,C06,DFW,JFK,35183.0,45236.0,10053.0,8252.99999851482,2234,6,4,09:46 -> 12:33,,0
17,T04,F17,C05,JFK,DFW,62738.0,72791.0,10053.0,8252.999998431309,2234,6,4,17:25 -> 20:13,,0
