Tail,Flight,Crew,From,To,SDT,SAT,Flight_time,Cruise_time,Distance,Capacity,Pax,Timestring,is_disrupted
T00,F00,C00,EWN,IAH,20580,28693,8113,6313,1803,120,96,05:43 -> 07:58,0
T00,F01,C00,IAH,DEN,41863,48104,6241,4441,1387,120,96,11:37 -> 13:21,0
T00,F02,C00,DEN,IAH,70768,77009,6241,4441,1387,120,96,19:39 -> 21:23,0
T00,F03,C00,IAH,DEN,82068,88309,6241,4441,1387,120,96,22:47 -> 00:31 (+1),0
T01,F04,C01,SYR,SLC,19980,33277,13297,11497,2955,120,96,05:33 -> 09:14,0
T01,F05,C01,SLC,DEN,51082,53903,2821,1021,627,120,96,14:11 -> 14:58,0
T01,F06,C01,DEN,LGA,69997,81692,11695,9895,2599,120,96,19:26 -> 22:41,0
T02,F07,C02,SCE,MCO,21000,27372,6372,4572,1416,120,96,05:50 -> 07:36,0
T02,F08,C02,MCO,SCE,49669,56041,6372,4572,1416,120,96,13:47 -> 15:34,1
T02,F09,C02,SCE,MYR,65254,68863,3609,1809,802,120,96,18:07 -> 19:07,0
T02,F10,C02,MYR,BDL,76246,81056,4810,3010,1069,120,96,21:10 -> 22:30,0
T02,F11,C02,BDL,DTW,84738,88698,3960,2160,880,120,96,23:32 -> 00:38 (+1),0
T03,F12,C03,FAY,DTW,20820,24829,4009,2209,891,120,96,05:47 -> 06:53,0
T03,F13,C03,DTW,SLC,40582,51278,10696,8896,2377,120,96,11:16 -> 14:14,0
T03,F14,C03,SLC,DTW,57509,68205,10696,8896,2377,120,96,15:58 -> 18:56,0
T03,F15,C03,DTW,EWR,85370,88893,3523,1723,783,120,96,23:42 -> 00:41 (+1),0
T04,F16,C04,GFK,ORD,20760,25192,4432,2632,985,120,96,05:46 -> 06:59,0
T04,F17,C04,ORD,DEN,46869,53286,6417,4617,1426,120,96,13:01 -> 14:48,0
T04,F18,C04,DEN,SMF,65629,72194,6565,4765,1459,120,96,18:13 -> 20:03,0
T05,F19,C05,DAL,DAY,20220,26403,6183,4383,1374,120,96,05:37 -> 07:20,0
T05,F20,C05,DAY,DAL,38174,44357,6183,4383,1374,120,96,10:36 -> 12:19,0
T05,F21,C05,DAL,DEN,64481,69192,4711,2911,1047,120,96,17:54 -> 19:13,0
T05,F22,C05,DEN,FAT,85832,91925,6093,4293,1354,120,96,23:50 -> 01:32 (+1),0
T06,F23,C06,CVG,DEN,20100,27822,7722,5922,1716,120,96,05:35 -> 07:43,0
T06,F24,C06,DEN,CVG,46637,54359,7722,5922,1716,120,96,12:57 -> 15:05,0
T06,F25,C06,CVG,AEX,72055,77081,5026,3226,1117,120,96,20:00 -> 21:24,0
T06,F26,C06,AEX,CVG,80519,85545,5026,3226,1117,120,96,22:21 -> 23:45,0
T07,F27,C07,MIA,DCA,21662,28335,6673,4873,1483,120,96,06:01 -> 07:52,1
T07,F28,C07,DCA,DAL,34077,42631,8554,6754,1901,120,96,09:27 -> 11:50,0
T07,F29,C07,DAL,DCA,65923,74477,8554,6754,1901,120,96,18:18 -> 20:41,0
T08,F30,C08,SAT,JFK,20400,31875,11475,9675,2550,120,96,05:40 -> 08:51,0
T08,F31,C08,JFK,MDW,55236,60519,5283,3483,1174,120,96,15:20 -> 16:48,0
T09,F32,C09,SRQ,BOS,20280,29122,8842,7042,1965,120,96,05:38 -> 08:05,0
T09,F33,C09,BOS,SRQ,41638,50480,8842,7042,1965,120,96,11:33 -> 14:01,0
T09,F34,C09,SRQ,DFW,69572,76407,6835,5035,1519,120,96,19:19 -> 21:13,0
T10,F35,C10,AEX,DEN,20340,26851,6511,4711,1447,120,96,05:39 -> 07:27,0
T10,F36,C10,DEN,AEX,43880,50391,6511,4711,1447,120,96,12:11 -> 13:59,0
T10,F37,C10,AEX,DEN,60015,66526,6511,4711,1447,120,96,16:40 -> 18:28,0
T11,F38,C11,LAS,DFW,20520,28143,7623,5823,1694,120,96,05:42 -> 07:49,0
T11,F39,C11,DFW,BNA,48012,52575,4563,2763,1014,120,96,13:20 -> 14:36,0
T11,F40,C11,BNA,DEN,70790,78111,7321,5521,1627,120,96,19:39 -> 21:41,0
T11,F41,C10,DEN,BNA,79912,87233,7321,5521,1627,120,96,22:11 -> 00:13 (+1),0
T11,F42,C10,BNA,IAD,89377,93296,3919,2119,871,120,96,00:49 (+1) -> 01:54 (+1),0
T12,F43,C12,DAY,DEN,20280,28114,7834,6034,1741,120,96,05:38 -> 07:48,0
T12,F44,C12,DEN,JFK,41043,52783,11740,9940,2609,120,96,11:24 -> 14:39,0
T12,F45,C12,JFK,HSV,60584,66533,5949,4149,1322,120,96,16:49 -> 18:28,0
T13,F46,C13,ELM,HOU,20280,29973,9693,7893,2154,120,96,05:38 -> 08:19,0
T13,F47,C13,HOU,MCO,53732,59870,6138,4338,1364,120,96,14:55 -> 16:37,0
T13,F48,C13,MCO,IAD,78961,84460,5499,3699,1222,120,96,21:56 -> 23:27,1
T14,F49,C14,ORD,RSW,20040,28167,8127,6327,1806,120,96,05:34 -> 07:49,0
T14,F50,C14,RSW,ATL,49043,52778,3735,1935,830,120,96,13:37 -> 14:39,1
T14,F51,C14,ATL,RSW,54943,58678,3735,1935,830,120,96,15:15 -> 16:17,0
T14,F52,C14,RSW,ATL,83997,87732,3735,1935,830,120,96,23:19 -> 00:22,1
T15,F53,C15,MLU,SFO,20220,32847,12627,10827,2806,120,96,05:37 -> 09:07,0
T15,F54,C15,SFO,SLC,54701,59025,4324,2524,961,120,96,15:11 -> 16:23,0
