Tail,Flight,Crew,From,To,SDT,SAT,Flight_time,Cruise_time,Distance,Capacity,Pax,Timestring
T00,F00,C00,SEA,DFW,20580,32586,12006,10206,2668,160,128,05:43 -> 09:03
T00,F01,C00,DFW,ATL,51004,56287,5283,3483,1174,160,128,14:10 -> 15:38
T01,F02,C01,JFK,DEN,20040,31780,11740,9940,2609,120,96,05:34 -> 08:49
T01,F03,C01,DEN,EWR,42147,53739,11592,9792,2576,120,96,11:42 -> 14:55
T01,F04,C02,EWR,ATL,86393,91788,5395,3595,1199,120,96,23:59 -> 01:29 (+1)
T02,F05,C03,DEN,PHX,20940,25296,4356,2556,968,160,128,05:49 -> 07:01
T02,F06,C03,PHX,SFO,45992,50699,4707,2907,1046,160,128,12:46 -> 14:04
T03,F07,C04,IAH,LAX,21000,30967,9967,8167,2215,160,128,05:50 -> 08:36
T03,F08,C04,LAX,IAH,62439,72406,9967,8167,2215,160,128,17:20 -> 20:06
T04,F09,C05,DFW,DEN,20220,24864,4644,2844,1032,200,160,05:37 -> 06:54
T04,F10,C05,DEN,DFW,45234,49878,4644,2844,1032,200,160,12:33 -> 13:51
T04,F11,C05,DFW,LAS,85808,93431,7623,5823,1694,200,160,23:50 -> 01:57 (+1)
T05,F12,C06,LAS,DFW,20880,28503,7623,5823,1694,200,160,05:48 -> 07:55
T05,F13,C06,DFW,MIA,57592,65701,8109,6309,1802,200,160,15:59 -> 18:15
T05,F14,C07,MIA,DFW,69863,77972,8109,6309,1802,200,160,19:24 -> 21:39
T05,F15,C07,DFW,MIA,84886,92995,8109,6309,1802,200,160,23:34 -> 01:49 (+1)
T06,F16,C08,MCO,PHX,20160,33520,13360,11560,2969,120,96,05:36 -> 09:18
T06,F17,C08,PHX,MCO,67801,81161,13360,11560,2969,120,96,18:50 -> 22:32
T07,F18,C09,DEN,ATL,20940,29607,8667,6867,1926,120,96,05:49 -> 08:13
T07,F19,C09,ATL,DEN,42873,51540,8667,6867,1926,120,96,11:54 -> 14:19
T07,F20,C10,DEN,ATL,53894,62561,8667,6867,1926,120,96,14:58 -> 17:22
T07,F21,C00,ATL,IAH,70191,75172,4981,3181,1107,120,96,19:29 -> 20:52
T08,F22,C11,MIA,ATL,20160,24475,4315,2515,959,120,96,05:36 -> 06:47
T08,F23,C11,ATL,DFW,39654,44937,5283,3483,1174,120,96,11:00 -> 12:28
T08,F24,C11,DFW,ATL,79604,84887,5283,3483,1174,120,96,22:06 -> 23:34
T09,F25,C12,LAX,DEN,20220,26452,6232,4432,1385,160,128,05:37 -> 07:20
T09,F26,C12,DEN,LAX,43165,49397,6232,4432,1385,160,128,11:59 -> 13:43
T09,F27,C12,LAX,DEN,75113,81345,6232,4432,1385,160,128,20:51 -> 22:35
