index,Tail,Flight,Crew,From,To,RDT,RAT,Flight_time,Cruise_time,Distance,Capacity,Pax,Timestring,Delay,DelayType
0,T00,F00,C00,ORD,ATL,20820.0,25212.0,4392.0,2591.9999996514157,976,6,4,05:47 -> 07:00,,0
1,T00,F01,C00,ATL,ORD,37535.0,41927.0,4392.0,2591.999999653461,976,6,4,10:25 -> 11:38,,0
2,T00,F02,C00,ORD,ATL,63902.0,68294.0,4392.0,2592.0,976,6,4,17:45 -> 18:58,,0
3,T00,F03,C00,ATL,ORD,85150.0,89542.0,4392.0,2592.0,976,6,4,23:39 -> 00:52 (+1),03:00,1
4,T01,F04,C01,ORD,ATL,20040.0,24432.0,4392.0,2591.9999996533434,976,6,4,05:34 -> 06:47,,0
5,T01,F05,C01,ATL,ORD,42687.0,47079.0,4392.0,2591.999999642204,976,6,4,11:51 -> 13:04,,0
6,T01,F11,C04,ORD,LAX,55072.0,67681.0,12609.0,10809.000000393404,2802,6,6,15:17 -> 18:48,,0
7,T02,F07,C02,LAX,ORD,28080.0,40689.0,12609.0,10808.999997005465,2802,8,6,07:48 -> 11:18,02:00,1
8,T02,F08,C02,ORD,LAX,54799.0,67408.0,12609.0,10808.99999771186,2802,8,6,15:13 -> 18:43,,0
9,T03,F09,C03,ORD,LAX,20460.0,33069.0,12609.0,10808.999999637539,2802,8,6,05:41 -> 09:11,,0
10,T03,F10,C03,LAX,ORD,50827.0,63436.0,12609.0,10809.000000752738,2802,8,6,14:07 -> 17:37,03:00,1
11,T03,F06,C01,ORD,LAX,65711.0,78320.0,12609.0,10808.999999637539,2802,8,4,18:15 -> 21:45,,0
