Rec_itin,Skd_itin,Rec_flights,Skd_flights,Pax,From,To,RDT,RAT,Arr_delay,Cost,Rec_string
I00,I00,F00,F00,81,SEA,LAX,20580.0,27492.0,0.0,0.0,05:43 -> 07:38
I01,I01,F00-F01,F00-F01,47,SEA,DFW,20580.0,54833.0,0.0,0.0,05:43 -> 15:13
I02,I02,F01,F01,81,LAX,DFW,45910.0,54833.0,0.0,0.0,12:45 -> 15:13
I03,I03,F02,F02,40,JFK,ATL,20700.000009426632,26199.000009426632,660.0000094266325,450.6,05:45 -> 07:16
I03,I18,F02,F14,157,JFK,ATL,20700.000009426632,26199.000009426632,9.426632459508255e-06,0.0,05:45 -> 07:16
I04,I04,F03,F03,55,ATL,PHX,35906.00001704817,47376.00001704817,1.7048172594513744e-05,0.0,09:58 -> 13:09
I05,I05,F03-F04,F03-F04,41,ATL,IAH,35906.00001704817,87320.0,0.0,0.0,09:58 -> 00:15 (+1)
I06,I06,F04,F04,55,PHX,IAH,80030.0,87320.0,0.0,0.0,22:13 -> 00:15 (+1)
I07,I07,F05,F05,67,DEN,ATL,31897.859391700003,40564.8593917,10957.859391700003,12532.4,08:51 -> 11:16
I08,I08,F05-F06,F05-F06,61,DEN,MIA,31897.859391700003,54618.0,0.0,0.0,08:51 -> 15:10
I09,I09,F06,F06,67,ATL,MIA,50303.0,54618.0,0.0,0.0,13:58 -> 15:10
I10,I10,F07,F07,128,MIA,DFW,59607.0,67716.0,0.0,0.0,16:33 -> 18:48
I11,I11,F08,F08,160,DEN,IAH,19920.000306178994,26161.000306178994,0.0003061789939238224,0.0,05:32 -> 07:16
I12,I12,F09,F09,109,IAH,MIA,36121.0,43091.0,0.0,0.0,10:02 -> 11:58
I13,I13,F09-F10,F09-F10,51,IAH,ORD,36121.0,56327.0,0.0,0.0,10:02 -> 15:38
I14,I14,F10,F10,109,MIA,ORD,47642.0,56327.0,0.0,0.0,13:14 -> 15:38
I15,I15,F11,F11,160,ORD,LAX,76980.0,89589.0,0.0,0.0,21:23 -> 00:53 (+1)
I16,I16,F12,F12,128,LAX,ORD,20940.000016637707,33549.00001661026,1.66102618095465e-05,0.0,05:49 -> 09:19
I16,I30,F12,F26,1,LAX,ORD,20940.000016637707,33549.00001661026,720.0000166102618,12.3,05:49 -> 09:19
I17,I17,F13,F13,128,ORD,LAX,43629.02079131225,56238.02079131225,0.0207913122503669,0.0,12:07 -> 15:37
I18,I03,F14,F02,56,JFK,ATL,22398.02933286328,27897.02933286328,2358.0293328632797,2254.1,06:13 -> 07:44
