index,Tail,Flight,Crew,From,To,RDT,RAT,Flight_time,Cruise_time,Distance,Capacity,Pax,Timestring,Delay,DelayType
0,T00,F00,C00,JFK,DFW,19920.0,29973.0,10053.0,8252.999995810544,2234,6,4,05:32 -> 08:19,,0
1,T00,F11,C05,DFW,ATL,31773.0,37056.0,5283.0,3482.9999987106007,1174,6,6,08:49 -> 10:17,03:01,1
2,T00,F12,C05,ATL,ORD,53398.0,57790.0,4392.0,2591.9999991362265,976,6,6,14:49 -> 16:03,,0
3,T00,F03,C05,ORD,ATL,73318.0,77710.0,4392.0,2591.99999920495,976,6,4,20:21 -> 21:35,,0
4,T01,F04,C02,JFK,ATL,19800.0,25299.0,5499.0,3698.999998702515,1222,6,4,05:30 -> 07:01,,0
5,T01,F05,C02,ATL,JFK,34506.0,40005.0,5499.0,3698.999998571514,1222,6,4,09:35 -> 11:06,,0
6,T01,F06,C02,JFK,DFW,49386.0,59439.0,10053.0,8252.999996135846,2234,6,4,13:43 -> 16:30,,0
7,T01,F07,C03,DFW,JFK,69134.0,79187.0,10053.0,8253.0,2234,6,4,19:12 -> 21:59,,0
8,T02,F08,C04,DFW,ORD,20880.0,26685.0,5805.0,4004.9999985142354,1290,6,6,05:48 -> 07:24,00:01,2
9,T02,F09,C04,ORD,DFW,49948.0,55753.0,5805.0,4004.999998327233,1290,6,4,13:52 -> 15:29,,0
10,T02,F10,C02,DFW,LAX,82968.0,91891.0,8923.0,7123.0,1983,6,4,23:02 -> 01:31 (+1),,0
11,T03,F01,C00,DFW,LAX,54345.0,63268.0,8923.0,7122.999997067067,1983,10,4,15:05 -> 17:34,02:00,1
12,T03,F02,C01,LAX,ORD,65067.99999999997,77676.99999999997,12609.0,10808.999996372968,2802,10,4,18:04 -> 21:34,01:43,2
13,T03,F13,C01,ORD,ATL,84836.0,89228.0,4392.0,2592.0,976,10,8,23:33 -> 00:47 (+1),,0
14,T04,F14,C06,ATL,ORD,20700.0,25092.0,4392.0,2591.999999132569,976,10,8,05:45 -> 06:58,,0
15,T04,F15,C06,ORD,DFW,71317.0,77122.0,5805.0,4005.0,1290,10,8,19:48 -> 21:25,03:00,1
