Tail,Flight,Crew,From,To,SDT,SAT,Flight_time,Cruise_time,Distance,Capacity,Pax,Timestring,is_disrupted
T00,F00,C00,SGU,AUS,19860,27280,7420,5620,1649,120,96,05:31 -> 07:34,0
T00,F01,C00,AUS,DEN,38555,44171,5616,3816,1248,120,96,10:42 -> 12:16,0
T00,F02,C00,DEN,JFK,59622,71362,11740,9940,2609,120,96,16:33 -> 19:49,0
T01,F03,C01,ASE,IAD,19980,31351,11371,9571,2527,120,96,05:33 -> 08:42,0
T01,F04,C01,IAD,FLL,49156,55694,6538,4738,1453,120,96,13:39 -> 15:28,0
T01,F05,C01,FLL,DFW,71788,79879,8091,6291,1798,120,96,19:56 -> 22:11,0
T02,F06,C02,MKE,MCO,20520,28255,7735,5935,1719,120,96,05:42 -> 07:50,0
T02,F07,C02,MCO,FSM,44686,51211,6525,4725,1450,120,96,12:24 -> 14:13,0
T02,F08,C02,FSM,PHL,70099,77992,7893,6093,1754,120,96,19:28 -> 21:39,0
T03,F09,C03,CMH,PVD,19920,24339,4419,2619,982,120,96,05:32 -> 06:45,0
T03,F10,C03,PVD,DFW,49491,60547,11056,9256,2457,120,96,13:44 -> 16:49,0
T03,F11,C03,DFW,FLL,65267,73358,8091,6291,1798,120,96,18:07 -> 20:22,0
T04,F12,C04,EWB,STL,20520,28062,7542,5742,1676,120,96,05:42 -> 07:47,0
T04,F13,C04,STL,CLT,34164,38322,4158,2358,924,120,96,09:29 -> 10:38,0
T04,F14,C04,CLT,SLC,41738,54216,12478,10678,2773,120,96,11:35 -> 15:03,0
T04,F15,C04,SLC,ORD,57893,66920,9027,7227,2006,120,96,16:04 -> 18:35,0
T05,F16,C05,SGF,LAX,20880,31158,10278,8478,2284,120,96,05:48 -> 08:39,0
T05,F17,C05,LAX,ORD,39397,52006,12609,10809,2802,120,96,10:56 -> 14:26,0
T05,F18,C04,ORD,JFK,76795,82136,5341,3541,1187,120,96,21:19 -> 22:48,0
T06,F19,C06,SBN,MSY,19980,26050,6070,4270,1349,120,96,05:33 -> 07:14,0
T06,F20,C06,MSY,DEN,31839,39525,7686,5886,1708,120,96,08:50 -> 10:58,0
T06,F21,C06,DEN,MSY,61339,69025,7686,5886,1708,120,96,17:02 -> 19:10,0
T06,F22,C06,MSY,RDU,85665,91303,5638,3838,1253,120,96,23:47 -> 01:21 (+1),0
T07,F23,C07,RST,DCA,19980,26298,6318,4518,1404,120,96,05:33 -> 07:18,0
T07,F24,C07,DCA,RST,51129,57447,6318,4518,1404,120,96,14:12 -> 15:57,1
T07,F25,C07,RST,DCA,61603,67921,6318,4518,1404,120,96,17:06 -> 18:52,0
T07,F26,C07,DCA,ORD,88458,92877,4419,2619,982,120,96,00:34 (+1) -> 01:47 (+1),0
T08,F27,C08,SBP,DEN,20580,27312,6732,4932,1496,120,96,05:43 -> 07:35,0
T08,F28,C08,DEN,SBP,30033,36765,6732,4932,1496,120,96,08:20 -> 10:12,0
T08,F29,C08,SBP,DEN,61689,68421,6732,4932,1496,120,96,17:08 -> 19:00,0
T08,F30,C08,DEN,RDU,78611,88988,10377,8577,2306,120,96,21:50 -> 00:43 (+1),0
T09,F31,C09,GLH,CLT,20100,24334,4234,2434,941,120,96,05:35 -> 06:45,0
T09,F32,C09,CLT,FLL,47196,51781,4585,2785,1019,120,96,13:06 -> 14:23,0
T09,F33,C09,FLL,ATL,57170,61382,4212,2412,936,120,96,15:52 -> 17:03,0
T09,F34,C09,ATL,DEN,80474,89141,8667,6867,1926,120,96,22:21 -> 00:45 (+1),0
T10,F35,C10,ASE,LAS,20520,24156,3636,1836,808,120,96,05:42 -> 06:42,0
T10,F36,C10,LAS,SFO,27844,30832,2988,1188,664,120,96,07:44 -> 08:33,0
T10,F37,C10,SFO,ALW,37852,42356,4504,2704,1001,120,96,10:30 -> 11:45,0
T10,F38,C10,ALW,SFO,64620,69124,4504,2704,1001,120,96,17:57 -> 19:12,0
T11,F39,C11,MYR,IAH,20640,27849,7209,5409,1602,120,96,05:44 -> 07:44,0
T11,F40,C11,IAH,ORD,40093,46798,6705,4905,1490,120,96,11:08 -> 12:59,0
T11,F41,C11,ORD,IAH,48599,55304,6705,4905,1490,120,96,13:29 -> 15:21,0
T11,F42,C11,IAH,RNO,64731,75796,11065,9265,2459,120,96,17:58 -> 21:03,0
T12,F43,C12,CLT,DEN,20520,30186,9666,7866,2148,120,96,05:42 -> 08:23,0
T12,F44,C12,DEN,CLT,32065,41731,9666,7866,2148,120,96,08:54 -> 11:35,0
T12,F45,C12,CLT,MIA,66468,71188,4720,2920,1049,120,96,18:27 -> 19:46,0
T13,F46,C13,ITH,AZO,21000,24361,3361,1561,747,120,96,05:50 -> 06:46,0
T13,F47,C13,AZO,RSW,36760,44765,8005,6205,1779,120,96,10:12 -> 12:26,0
T13,F48,C13,RSW,BOS,58753,67811,9058,7258,2013,120,96,16:19 -> 18:50,0
T13,F49,C13,BOS,RSW,70045,79103,9058,7258,2013,120,96,19:27 -> 21:58,0
T14,F50,C14,DDC,SFO,21000,29851,8851,7051,1967,120,96,05:50 -> 08:17,0
T14,F51,C14,SFO,MSP,42383,53862,11479,9679,2551,120,96,11:46 -> 14:57,0
T14,F52,C14,MSP,SFO,62472,73951,11479,9679,2551,120,96,17:21 -> 20:32,0
T15,F53,C15,GRK,ATL,20940,26740,5800,4000,1289,120,96,05:49 -> 07:25,0
T15,F54,C15,ATL,BWI,32036,36207,4171,2371,927,120,96,08:53 -> 10:03,0
T15,F55,C15,BWI,MCO,40695,46401,5706,3906,1268,120,96,11:18 -> 12:53,0
T15,F56,C15,MCO,PHL,55283,61529,6246,4446,1388,120,96,15:21 -> 17:05,0
T15,F57,C15,PHL,ORD,71216,76112,4896,3096,1088,120,96,19:46 -> 21:08,0
T15,F58,C05,ORD,DFW,80626,86431,5805,4005,1290,120,96,22:23 -> 00:00 (+1),0
T16,F59,C16,BNA,ROA,19920,22669,2749,949,611,120,96,05:32 -> 06:17,0
T16,F60,C16,ROA,BNA,33473,36222,2749,949,611,120,96,09:17 -> 10:03,0
T16,F61,C16,BNA,ROA,51043,53792,2749,949,611,120,96,14:10 -> 14:56,0
T16,F62,C16,ROA,MCO,77123,81605,4482,2682,996,120,96,21:25 -> 22:40,0
T17,F63,C17,GRI,ORF,20160,28975,8815,7015,1959,120,96,05:36 -> 08:02,0
T17,F64,C17,ORF,DEN,50982,62200,11218,9418,2493,120,96,14:09 -> 17:16,0
T17,F65,C17,DEN,ORF,79839,91057,11218,9418,2493,120,96,22:10 -> 01:17 (+1),0
T18,F66,C18,BUF,ORD,20940,24355,3415,1615,759,120,96,05:49 -> 06:45,0
T18,F67,C18,ORD,SLC,35653,44680,9027,7227,2006,120,96,09:54 -> 12:24,0
T18,F68,C18,SLC,SAN,67938,72474,4536,2736,1008,120,96,18:52 -> 20:07,0
T18,F69,C18,SAN,ORD,79000,91456,12456,10656,2768,120,96,21:56 -> 01:24 (+1),0
T19,F70,C19,ART,ATL,20040,26160,6120,4320,1360,120,96,05:34 -> 07:16,0
T19,F71,C19,ATL,MIA,31608,35923,4315,2515,959,120,96,08:46 -> 09:58,0
T19,F72,C19,MIA,PHL,56441,63794,7353,5553,1634,120,96,15:40 -> 17:43,0
T19,F73,C19,PHL,RFD,68647,73997,5350,3550,1189,120,96,19:04 -> 20:33,0
T20,F74,C20,HIB,PHL,20760,28131,7371,5571,1638,120,96,05:46 -> 07:48,0
T20,F75,C20,PHL,ATL,48513,53332,4819,3019,1071,120,96,13:28 -> 14:48,0
T20,F76,C20,ATL,MIA,65108,69423,4315,2515,959,120,96,18:05 -> 19:17,0
T21,F77,C21,HPN,IAH,20340,30703,10363,8563,2303,120,96,05:39 -> 08:31,0
T21,F78,C21,IAH,SNA,34038,43767,9729,7929,2162,120,96,09:27 -> 12:09,0
T21,F79,C21,SNA,IAH,64521,74250,9729,7929,2162,120,96,17:55 -> 20:37,0
