index,Tail,Flight,Crew,From,To,RDT,RAT,Flight_time,Cruise_time,Distance,Capacity,Pax,Timestring,Delay,DelayType
0,T00,F00,C00,MCO,PHL,19860.0,26106.0,6246.0,4445.999994851721,1388,160,128,05:31 -> 07:15,,0
1,T00,F01,C00,PHL,MCO,41754.0,48000.0,6246.0,4445.999994902099,1388,160,128,11:35 -> 13:20,,0
2,T00,F02,C00,MCO,DTW,66098.99999999996,73041.99999999996,6943.0,5142.999994573735,1543,160,128,18:21 -> 20:17,,0
3,T00,F03,C01,DTW,ATL,84480.0,88791.0,4311.0,2510.999998468584,958,160,128,23:28 -> 00:39 (+1),,0
4,T01,F04,C02,PHX,ATL,19980.0,31450.0,11470.0,9669.999993485742,2549,120,96,05:33 -> 08:44,,0
5,T01,F05,C02,ATL,DEN,66024.93880720779,74691.93880720779,8667.0,6866.999996049247,1926,120,96,18:20 -> 20:44,02:36,1
6,T02,F06,C03,EWR,DTW,20759.999999999985,24282.999999999985,3523.0,1722.9999651489154,783,160,128,05:45 -> 06:44,,0
7,T02,F07,C03,DTW,EWR,44847.99999999997,48370.99999999997,3523.0,1722.9999285314875,783,160,128,12:27 -> 13:26,,0
8,T02,F08,C03,EWR,MIA,74783.99999999996,82658.99999999996,7875.0,6074.999990444549,1750,160,128,20:46 -> 22:57,,0
9,T02,F09,C04,MIA,IAH,84498.0,91468.0,6970.0,5169.999997288859,1549,160,128,23:28 -> 01:24 (+1),,0
10,T03,F10,C05,CLT,EWR,20220.0,24045.0,3825.0,2024.9999991875732,850,200,160,05:37 -> 06:40,,0
11,T03,F11,C05,EWR,CLT,44415.0,48240.0,3825.0,2025.0000212338985,850,200,160,12:20 -> 13:24,,0
12,T03,F12,C05,CLT,MCO,84007.99999999996,87404.99999999996,3397.0,1597.0000192126706,755,200,160,23:20 -> 00:16 (+1),,0
13,T04,F13,C06,BOS,ATL,20399.999999999985,27243.999999999985,6844.0,5043.999997368147,1521,120,96,05:39 -> 07:34,,0
14,T04,F14,C06,ATL,JFK,62007.0,67506.0,5499.0,3699.0001904140486,1222,120,96,17:13 -> 18:45,,0
15,T04,F15,C06,JFK,DFW,82468.99999999996,92521.99999999996,10053.0,8252.996934234186,2234,120,96,22:54 -> 01:42 (+1),,0
16,T05,F30,C14,ORD,JFK,20220.0,25561.0,5341.0,3540.999996864356,1187,160,128,05:37 -> 07:06,,0
17,T05,F31,C14,JFK,ORD,42274.0,47615.0,5341.0,3540.999996845708,1187,160,128,11:44 -> 13:13,,0
18,T05,F18,C08,ORD,CLT,49415.0,53753.0,4338.0,2537.999787826548,964,160,128,13:43 -> 14:55,00:57,2
