Rec_itin,Skd_itin,Rec_flights,Skd_flights,Pax,From,To,RDT,RAT,Arr_delay,Cost,Rec_string
I00,I00,F00,F00,128,SFO,DFW,19860.0,30439.0,0.0,0.0,05:31 -> 08:27
I01,I01,F01,F01,128,DFW,JFK,46086.99999999997,56139.99999999997,0.0,0.0,12:48 -> 15:35
I02,I02,F02,F02,128,JFK,ATL,77890.99999999996,83389.99999999996,0.0,0.0,21:38 -> 23:09
I03,I03,F03,F03,160,ORD,CLT,20340.0,24678.0,0.0,0.0,05:39 -> 06:51
I04,I04,F04,F04,160,CLT,JFK,55564.0,59479.0,0.0,0.0,15:26 -> 16:31
I05,I05,F05,F05,160,JFK,DFW,72092.0,82145.0,0.0,0.0,20:01 -> 22:49
I06,I06,F06,F06,160,ATL,DFW,19919.999999999985,25202.999999999985,0.0,0.0,05:31 -> 07:00
I07,I07,F07,F07,160,DFW,ATL,55212.0,60495.0,0.0,0.0,15:20 -> 16:48
I08,I08,F08,F08,128,LAX,DFW,20160.0,29083.0,0.0,0.0,05:36 -> 08:04
I09,I09,F09,F09,128,DFW,LAX,58356.999999999956,67279.99999999996,0.0,0.0,16:12 -> 18:41
I10,I10,F10,F10,75,LAX,ORD,26396.23076396415,39005.23076396415,6056.230763964151,7753.5,07:19 -> 10:50
I11,I11,F10-F11,F10-F11,53,LAX,ATL,26396.23076396415,57863.0,0.0,0.0,07:19 -> 16:04
I12,I12,F11,F11,75,ORD,ATL,53471.0,57863.0,0.0,0.0,14:51 -> 16:04
I13,I13,F12,F12,128,ATL,ORD,79759.0,84151.0,0.0,0.0,22:09 -> 23:22
I14,I14,F13,F13,96,ORD,JFK,19859.999999999985,25200.999999999985,0.0,0.0,05:30 -> 07:00
I15,I15,F14,F14,96,JFK,ORD,43297.99999999997,48638.99999999997,0.0,0.0,12:01 -> 13:30
I16,I16,F15,F15,96,ORD,LAX,76349.0,88958.0,0.0,0.0,21:12 -> 00:42 (+1)
I17,I17,F16,F16,128,JFK,ORD,20759.999999999985,26100.999999999985,0.0,0.0,05:45 -> 07:15
I18,I18,F17,F17,72,ORD,LAX,58511.0,71120.0,0.0,0.0,16:15 -> 19:45
I19,I19,F18,F18,128,LAX,DEN,20400.0,26632.0,0.0,0.0,05:40 -> 07:23
I20,I20,F19,F19,128,DEN,ATL,60897.54340234035,69564.54340234035,10914.54340234035,23847.8,16:54 -> 19:19
I21,I21,F20,F20,128,ATL,DEN,64455.0,73122.0,0.0,0.0,17:54 -> 20:18
I22,I22,F21,F21,128,DEN,ATL,78362.0,87029.0,0.0,0.0,21:46 -> 00:10 (+1)
I23,I23,F22,F22,160,LAX,DFW,19800.0,28723.0,0.0,0.0,05:30 -> 07:58
I24,I24,F23,F23,160,DFW,LAX,58910.999999999956,67833.99999999996,0.0,0.0,16:21 -> 18:50
I25,I25,F17-F24,F17-F24,56,ORD,DFW,58511.0,82525.0,0.0,0.0,16:15 -> 22:55
I26,I26,F24,F24,104,LAX,DFW,73602.0,82525.0,0.0,0.0,20:26 -> 22:55
I27,I27,F25,F25,160,ATL,DEN,20820.0,29487.0,0.0,0.0,05:47 -> 08:11
I28,I28,F26,F26,160,DEN,ATL,40176.0,48843.0,0.0,0.0,11:09 -> 13:34
I29,I29,F27,F27,160,ATL,DEN,62623.0,71290.0,0.0,0.0,17:23 -> 19:48
