Tail,Flight,Crew,From,To,SDT,SAT,Flight_time,Cruise_time,Distance,Capacity,Pax,Timestring,is_disrupted
T00,F00,C00,ORD,LAX,35220,47829,12609,10809,2802,6,4,09:47 -> 13:17,1
T00,F01,C00,LAX,ORD,45752,58361,12609,10809,2802,6,4,12:42 -> 16:12,0
T00,F02,C01,ORD,ATL,80336,84728,4392,2592,976,6,4,22:18 -> 23:32,0
T01,F03,C02,ORD,ATL,20040,24432,4392,2592,976,8,6,05:34 -> 06:47,0
T01,F04,C02,ATL,ORD,57585,61977,4392,2592,976,8,6,15:59 -> 17:12,1
T01,F05,C00,ORD,ATL,70231,74623,4392,2592,976,8,6,19:30 -> 20:43,0
T01,F06,C03,ATL,ORD,77372,81764,4392,2592,976,8,6,21:29 -> 22:42,0
T02,F07,C04,ORD,LAX,20580,33189,12609,10809,2802,8,6,05:43 -> 09:13,0
T02,F08,C04,LAX,ORD,48459,61068,12609,10809,2802,8,6,13:27 -> 16:57,1
T02,F09,C02,ORD,LAX,65031,77640,12609,10809,2802,8,6,18:03 -> 21:34,1
T03,F10,C05,LAX,ORD,20760,33369,12609,10809,2802,8,6,05:46 -> 09:16,0
T03,F11,C05,ORD,ATL,47026,51418,4392,2592,976,8,6,13:03 -> 14:16,0
T03,F12,C06,ATL,ORD,73547,77939,4392,2592,976,8,6,20:25 -> 21:38,0
