Tail,Flight,Crew,From,To,SDT,SAT,Flight_time,Cruise_time,Distance,Capacity,Pax,Timestring,is_disrupted
T00,F00,C00,JFK,ORD,24420,29761,5341,3541,1187,6,4,06:47 -> 08:16,1
T00,F01,C00,ORD,JFK,44173,49514,5341,3541,1187,6,4,12:16 -> 13:45,0
T00,F02,C00,JFK,DFW,82395,92448,10053,8253,2234,6,4,22:53 -> 01:40 (+1),0
T01,F03,C01,LAX,ORD,20220,32829,12609,10809,2802,8,6,05:37 -> 09:07,0
T01,F04,C01,ORD,ATL,52521,56913,4392,2592,976,8,6,14:35 -> 15:48,0
T01,F05,C02,ATL,JFK,78928,84427,5499,3699,1222,8,6,21:55 -> 23:27,0
T02,F06,C03,DFW,JFK,20880,30933,10053,8253,2234,8,6,05:48 -> 08:35,0
T02,F07,C03,JFK,DFW,69990,80043,10053,8253,2234,8,6,19:26 -> 22:14,1
T02,F08,C04,DFW,LAX,82063,90986,8923,7123,1983,8,6,22:47 -> 01:16 (+1),0
T03,F09,C05,JFK,ATL,20880,26379,5499,3699,1222,8,6,05:48 -> 07:19,0
T03,F10,C05,ATL,JFK,39696,45195,5499,3699,1222,8,6,11:01 -> 12:33,0
T03,F11,C05,JFK,ORD,56560,61901,5341,3541,1187,8,6,15:42 -> 17:11,0
T03,F12,C06,ORD,DFW,82229,88034,5805,4005,1290,8,6,22:50 -> 00:27 (+1),0
T04,F13,C07,ATL,DFW,20460,25743,5283,3483,1174,8,6,05:41 -> 07:09,0
T04,F14,C07,DFW,ATL,32699,37982,5283,3483,1174,8,6,09:04 -> 10:33,0
T04,F15,C01,ATL,JFK,66074,71573,5499,3699,1222,8,6,18:21 -> 19:52,0
T05,F16,C08,JFK,ATL,20220,25719,5499,3699,1222,8,6,05:37 -> 07:08,0
T05,F17,C08,ATL,JFK,40951,46450,5499,3699,1222,8,6,11:22 -> 12:54,1
T05,F18,C08,JFK,DFW,44200,54253,10053,8253,2234,8,6,12:16 -> 15:04,0
T05,F19,C09,DFW,LAX,57504,66427,8923,7123,1983,8,6,15:58 -> 18:27,0
