From,To,Distance,Duration,Timestring
ATL,LAX,3125.780835979746,14066,03:54
ATL,ORD,976.3291777270539,4393,01:13
ATL,DFW,1174.5334459361275,5285,01:28
ATL,JFK,1222.0951351901176,5499,01:31
ATL,DEN,1926.6204891845073,8669,02:24
ATL,SFO,3434.722779811789,15456,04:17
ATL,CLT,364.567583577732,1640,00:27
ATL,LAS,2804.831782764035,12621,03:30
ATL,PHX,2549.08475143079,11470,03:11
ATL,MIA,959.0658848085762,4315,01:11
ATL,IAH,1107.5641046665885,4984,01:23
ATL,SEA,3504.9818990215454,15772,04:22
ATL,MCO,650.7372434114833,2928,00:48
ATL,EWR,1199.3180107435626,5396,01:29
ATL,MSP,1459.7201432672448,6568,01:49
ATL,DTW,958.198915018172,4311,01:11
ATL,BOS,1521.5558674247488,6847,01:54
ATL,PHL,1071.5944329490721,4822,01:20
ATL,LGA,1224.8692440629372,5511,01:31
ATL,FLL,936.4426543712405,4213,01:10
ATL,BWI,927.5320501290009,4173,01:09
ATL,DCA,880.0945486243228,3960,01:06
LAX,ATL,3125.780835979746,14066,03:54
LAX,ORD,2802.119873568573,12609,03:30
LAX,DFW,1983.1772054356097,8924,02:28
LAX,JFK,3974.202207888479,17883,04:58
LAX,DEN,1385.1411150209888,6233,01:43
LAX,SFO,543.19004081963,2444,00:40
LAX,CLT,3412.538891691261,15356,04:15
LAX,LAS,379.9947961560173,1709,00:28
LAX,PHX,594.361692529581,2674,00:44
LAX,MIA,3762.6330733142595,16931,04:42
LAX,IAH,2215.0765320376595,9967,02:46
LAX,SEA,1536.911816157466,6916,01:55
LAX,MCO,3562.319596454378,16030,04:27
LAX,EWR,3941.0157297639375,17734,04:55
LAX,MSP,2467.297580171983,11102,03:05
LAX,DTW,3178.0424887998993,14301,03:58
LAX,BOS,4193.034874475856,18868,05:14
LAX,PHL,3856.320231566688,17353,04:49
LAX,LGA,3965.3293615821567,17843,04:57
LAX,FLL,3763.228373656468,16934,04:42
LAX,BWI,3739.9184895095864,16829,04:40
LAX,DCA,3710.90382926005,16699,04:38
ORD,ATL,976.3291777270539,4393,01:13
ORD,LAX,2802.119873568573,12609,03:30
ORD,DFW,1290.6470876758801,5807,01:36
ORD,JFK,1187.837240792049,5345,01:29
ORD,DEN,1426.023983743832,6417,01:46
ORD,SFO,2963.967282891265,13337,03:42
ORD,CLT,964.5800038445772,4340,01:12
ORD,LAS,2431.6962069146534,10942,03:02
ORD,PHX,2313.429081732513,10410,02:53
ORD,MIA,1930.0430093127009,8685,02:24
ORD,IAH,1490.653941386294,6707,01:51
ORD,SEA,2761.7554390435184,12427,03:27
ORD,MCO,1620.0853695678234,7290,02:01
ORD,EWR,1154.4552278334806,5195,01:26
ORD,MSP,536.9960616267083,2416,00:40
ORD,DTW,376.3891526086194,1693,00:28
ORD,BOS,1391.0802467244537,6259,01:44
ORD,PHL,1088.3251728702246,4897,01:21
ORD,LGA,1177.0567323049588,5296,01:28
ORD,FLL,1905.3959954367676,8574,02:22
ORD,BWI,997.9718967120314,4490,01:14
ORD,DCA,982.6203520192857,4421,01:13
DFW,ATL,1174.5334459361275,5285,01:28
DFW,LAX,1983.1772054356097,8924,02:28
DFW,ORD,1290.6470876758801,5807,01:36
DFW,JFK,2234.8992303549444,10057,02:47
DFW,DEN,1032.0994301809956,4644,01:17
DFW,SFO,2351.9442812766865,10583,02:56
DFW,CLT,1503.2090038556466,6764,01:52
DFW,LAS,1694.8022639285866,7626,02:07
DFW,PHX,1393.8675942575173,6272,01:44
DFW,MIA,1802.171173453867,8109,02:15
DFW,IAH,361.6211134413,1627,00:27
DFW,SEA,2668.156672024137,12006,03:20
DFW,MCO,1582.4179173743305,7120,01:58
DFW,EWR,2204.7931862722216,9921,02:45
DFW,MSP,1372.5798108035008,6176,01:42
DFW,DTW,1586.4210132833791,7138,01:58
DFW,BOS,2509.2723714619283,11291,03:08
DFW,PHL,2092.879548087719,9417,02:36
DFW,LGA,2231.362682820555,10041,02:47
DFW,FLL,1798.9264400651753,8095,02:14
DFW,BWI,1954.7712505267884,8796,02:26
DFW,DCA,1914.944492812406,8617,02:23
JFK,ATL,1222.0951351901176,5499,01:31
JFK,LAX,3974.202207888479,17883,04:58
JFK,ORD,1187.837240792049,5345,01:29
JFK,DFW,2234.8992303549444,10057,02:47
JFK,DEN,2609.7857128632286,11744,03:15
JFK,SFO,4151.792009731462,18683,05:11
JFK,CLT,870.5304210338242,3917,01:05
JFK,LAS,3609.287521695015,16241,04:30
JFK,PHX,3458.123849610451,15561,04:19
JFK,MIA,1757.1239448166118,7907,02:11
JFK,IAH,2277.8984061543533,10250,02:50
JFK,SEA,3886.6432856903352,17489,04:51
JFK,MCO,1521.3907189596587,6846,01:54
JFK,EWR,33.39537024981225,150,00:02
JFK,MSP,1651.276266832761,7430,02:03
JFK,DTW,816.7240680428807,3675,01:01
JFK,BOS,300.17838427613475,1350,00:22
JFK,PHL,150.6198209888097,677,00:11
JFK,LGA,17.19856617113602,77,00:01
JFK,FLL,1723.2916611281576,7754,02:09
JFK,BWI,295.3613611836023,1329,00:22
JFK,DCA,342.218685545247,1539,00:25
DEN,ATL,1926.6204891845073,8669,02:24
DEN,LAX,1385.1411150209888,6233,01:43
DEN,ORD,1426.023983743832,6417,01:46
DEN,DFW,1032.0994301809956,4644,01:17
DEN,JFK,2609.7857128632286,11744,03:15
DEN,SFO,1552.7769771718124,6987,01:56
DEN,CLT,2148.2050558133974,9666,02:41
DEN,LAS,1009.3660146990812,4542,01:15
DEN,PHX,968.5390931815123,4358,01:12
DEN,MIA,2748.6957570680775,12369,03:26
DEN,IAH,1387.4961450553908,6243,01:44
DEN,SEA,1645.0681048993868,7402,02:03
DEN,MCO,2486.3493737572003,11188,03:06
DEN,EWR,2576.4099930608177,11593,03:13
DEN,MSP,1092.3539738173697,4915,01:21
DEN,DTW,1802.2992495098838,8110,02:15
DEN,BOS,2815.7352194623604,12670,03:31
DEN,PHL,2500.394050703631,11251,03:07
DEN,LGA,2599.8132118937087,11699,03:14
DEN,FLL,2739.036826638347,12325,03:25
DEN,BWI,2393.5495646140735,10770,02:59
DEN,DCA,2369.193858610194,10661,02:57
SFO,ATL,3434.722779811789,15456,04:17
SFO,LAX,543.19004081963,2444,00:40
SFO,ORD,2963.967282891265,13337,03:42
SFO,DFW,2351.9442812766865,10583,02:56
SFO,JFK,4151.792009731462,18683,05:11
SFO,DEN,1552.7769771718124,6987,01:56
SFO,CLT,3686.9760798002367,16591,04:36
SFO,LAS,664.8924383830887,2992,00:49
SFO,PHX,1046.0401936553344,4707,01:18
SFO,MIA,4153.709053254592,18691,05:11
SFO,IAH,2627.190108450034,11822,03:17
SFO,SEA,1093.061070171146,4918,01:21
SFO,MCO,3929.1517625090737,17681,04:54
SFO,EWR,4118.4062664704625,18532,05:08
SFO,MSP,2551.391736295383,11481,03:11
SFO,DTW,3337.350001236348,15018,04:10
SFO,BOS,4341.247628592987,19535,05:25
SFO,PHL,4047.7541377765338,18214,05:03
SFO,LGA,4141.008159746626,18634,05:10
SFO,FLL,4150.830925639249,18678,05:11
SFO,BWI,3944.3578943234397,17749,04:55
SFO,DCA,3920.9543085030186,17644,04:54
CLT,ATL,364.567583577732,1640,00:27
CLT,LAX,3412.538891691261,15356,04:15
CLT,ORD,964.5800038445772,4340,01:12
CLT,DFW,1503.2090038556466,6764,01:52
CLT,JFK,870.5304210338242,3917,01:05
CLT,DEN,2148.2050558133974,9666,02:41
CLT,SFO,3686.9760798002367,16591,04:36
CLT,LAS,3076.591945015373,13844,03:50
CLT,PHX,2848.3866511214437,12817,03:33
CLT,MIA,1049.4017343072949,4722,01:18
CLT,IAH,1466.8987306939312,6601,01:50
CLT,SEA,3660.4106850906196,16471,04:34
CLT,MCO,755.20395785554,3398,00:56
CLT,EWR,850.2875701047756,3826,01:03
CLT,MSP,1496.075281763175,6732,01:52
CLT,DTW,805.6972527326207,3625,01:00
CLT,BOS,1170.676743178655,5268,01:27
CLT,PHL,721.474218826168,3246,00:54
CLT,LGA,874.9290547910581,3937,01:05
CLT,FLL,1019.2752697467839,4586,01:16
CLT,BWI,580.7090491379238,2613,00:43
CLT,DCA,532.6374151680554,2396,00:39
LAS,ATL,2804.831782764035,12621,03:30
LAS,LAX,379.9947961560173,1709,00:28
LAS,ORD,2431.6962069146534,10942,03:02
LAS,DFW,1694.8022639285866,7626,02:07
LAS,JFK,3609.287521695015,16241,04:30
LAS,DEN,1009.3660146990812,4542,01:15
LAS,SFO,664.8924383830887,2992,00:49
LAS,CLT,3076.591945015373,13844,03:50
LAS,PHX,410.8492267203502,1848,00:30
LAS,MIA,3494.1587120160725,15723,04:22
LAS,IAH,1962.7919175802876,8832,02:27
LAS,SEA,1395.1111327578426,6278,01:44
LAS,MCO,3276.0974960363856,14742,04:05
LAS,EWR,3576.0047312564425,16092,04:28
LAS,MSP,2087.7686600472025,9394,02:36
LAS,DTW,2808.0235228592855,12636,03:30
LAS,BOS,3822.676127096147,17202,04:46
LAS,PHL,3494.4189360309083,15724,04:22
LAS,LGA,3599.9835939364443,16199,04:29
LAS,FLL,3492.10536125925,15714,04:21
LAS,BWI,3381.1247680078163,15215,04:13
LAS,DCA,3353.5809573129213,15091,04:11
PHX,ATL,2549.08475143079,11470,03:11
PHX,LAX,594.361692529581,2674,00:44
PHX,ORD,2313.429081732513,10410,02:53
PHX,DFW,1393.8675942575173,6272,01:44
PHX,JFK,3458.123849610451,15561,04:19
PHX,DEN,968.5390931815123,4358,01:12
PHX,SFO,1046.0401936553344,4707,01:18
PHX,CLT,2848.3866511214437,12817,03:33
PHX,LAS,410.8492267203502,1848,00:30
PHX,MIA,3168.272833258883,14257,03:57
