Tail,Flight,Crew,From,To,SDT,SAT,Flight_time,Cruise_time,Distance,Capacity,Pax,Timestring,is_disrupted
T00,F00,C00,ORD,ATL,28020,32412,4392,2592,976,6,4,07:47 -> 09:00,1
T00,F01,C00,ATL,ORD,37535,41927,4392,2592,976,6,4,10:25 -> 11:38,0
T00,F02,C00,ORD,ATL,63902,68294,4392,2592,976,6,4,17:45 -> 18:58,0
T00,F03,C00,ATL,ORD,81550,85942,4392,2592,976,6,4,22:39 -> 23:52,1
T01,F04,C01,ORD,ATL,20040,24432,4392,2592,976,6,4,05:34 -> 06:47,0
T01,F05,C01,ATL,ORD,42687,47079,4392,2592,976,6,4,11:51 -> 13:04,0
T01,F06,C01,ORD,LAX,65711,78320,12609,10809,2802,6,4,18:15 -> 21:45,0
T02,F07,C02,LAX,ORD,20880,33489,12609,10809,2802,8,6,05:48 -> 09:18,0
T02,F08,C02,ORD,LAX,54799,67408,12609,10809,2802,8,6,15:13 -> 18:43,0
T03,F09,C03,ORD,LAX,27660,40269,12609,10809,2802,8,6,07:41 -> 11:11,1
T03,F10,C03,LAX,ORD,40027,52636,12609,10809,2802,8,6,11:07 -> 14:37,0
T03,F11,C04,ORD,LAX,55072,67681,12609,10809,2802,8,6,15:17 -> 18:48,0
