index,Tail,Flight,Crew,From,To,RDT,RAT,Flight_time,Cruise_time,Distance,Capacity,Pax,Timestring,Delay,DelayType
0,T00,F00,C00,DFW,JFK,23460.0,33513.0,10053.0,8252.999998966952,2234,160,128,06:31 -> 09:18,01:00,1
1,T00,F01,C00,JFK,ATL,45561.0,51060.0,5499.0,3698.9999997312466,1222,160,128,12:39 -> 14:11,,0
2,T00,F02,C01,ATL,ORD,72811.0,77203.0,4392.0,2591.999999846456,976,160,128,20:13 -> 21:26,,0
3,T01,F03,C02,JFK,DFW,20040.0,30093.0,10053.0,8252.999998976615,2234,200,160,05:34 -> 08:21,,0
4,T01,F04,C02,DFW,ORD,62633.0,68438.0,5805.0,4004.999999695641,1290,200,160,17:23 -> 19:00,,0
5,T01,F05,C01,ORD,DFW,85086.0,90891.0,5805.0,4004.999999696245,1290,200,160,23:38 -> 01:14 (+1),,0
6,T02,F06,C03,ATL,ORD,19920.0,24312.0,4392.0,2591.9999998292483,976,200,160,05:32 -> 06:45,,0
7,T02,F07,C03,ORD,ATL,61520.999999999956,65912.99999999996,4392.0,2591.9999998292433,976,200,160,17:05 -> 18:18,02:00,1
8,T02,F08,C00,ATL,JFK,77393.0,82892.0,5499.0,3698.999999693282,1222,200,160,21:29 -> 23:01,,0
9,T03,F09,C04,LAX,DFW,20220.0,29143.0,8923.0,7122.999999203732,1983,200,160,05:37 -> 08:05,,0
10,T03,F10,C04,DFW,LAX,49513.0,58436.0,8923.0,7122.999999202549,1983,200,160,13:45 -> 16:13,,0
11,T04,F11,C05,ATL,DFW,24419.999999999985,29702.999999999985,5283.0,3482.9999997216305,1174,160,128,06:46 -> 08:15,01:00,1
12,T04,F12,C05,DFW,JFK,34852.0,44905.0,10053.0,8252.99999891942,2234,160,128,09:40 -> 12:28,,0
13,T04,F13,C06,JFK,ATL,73993.99999999996,79492.99999999996,5499.0,3698.9999996932656,1222,160,128,20:33 -> 22:04,,0
14,T04,F14,C03,ATL,JFK,82420.0,87919.0,5499.0,3698.999999693282,1222,160,128,22:53 -> 00:25 (+1),,0
