index,Tail,Flight,Crew,From,To,RDT,RAT,Flight_time,Cruise_time,Distance,Capacity,Pax,Timestring,Delay,DelayType
0,T00,F00,C00,JFK,DFW,19920.0,29973.0,10053.0,8253.00000287813,2234,6,4,05:32 -> 08:19,,0
1,T00,F01,C00,DFW,ATL,47145.0,52428.0,5283.0,3482.999999181295,1174,6,4,13:05 -> 14:33,,0
2,T00,F02,C01,ATL,ORD,55197.0,59589.0,4392.0,2591.9999996357183,976,6,4,15:19 -> 16:33,,0
3,T00,F03,C01,ORD,JFK,61461.0,66802.0,5341.0,3540.999999597661,1187,6,4,17:04 -> 18:33,,0
4,T01,F04,C02,JFK,ATL,19800.0,25299.0,5499.0,3698.9999996205743,1222,6,4,05:30 -> 07:01,,0
5,T01,F05,C02,ATL,JFK,34506.0,40005.0,5499.0,3698.9999991836958,1222,6,4,09:35 -> 11:06,,0
6,T01,F06,C02,JFK,DFW,49386.0,59439.0,10053.0,8252.999999134034,2234,6,4,13:43 -> 16:30,,0
7,T01,F07,C03,DFW,JFK,69134.0,79187.0,10053.0,8252.999999860998,2234,6,4,19:12 -> 21:59,,0
8,T02,F08,C04,DFW,ORD,20820.0,26625.0,5805.0,4004.9999989985,1290,6,4,05:47 -> 07:23,,0
9,T02,F09,C04,ORD,ATL,60748.0,65140.0,4392.0,2591.9999997517725,976,6,4,16:52 -> 18:05,03:00,1
10,T02,F10,C00,ATL,ORD,86768.0,91160.0,4392.0,2592.0,976,6,4,00:06 (+1) -> 01:19 (+1),,0
11,T03,F11,C05,JFK,ORD,30660.0,36001.0,5341.0,3540.999999585406,1187,8,6,08:31 -> 10:00,03:00,1
12,T03,F12,C05,ORD,ATL,40827.0,45219.0,4392.0,2591.9999997554028,976,8,6,11:20 -> 12:33,,0
13,T03,F13,C05,ATL,JFK,49976.0,55475.0,5499.0,3698.999999608965,1222,8,6,13:52 -> 15:24,,0
14,T03,F14,C01,JFK,ATL,82335.0,87834.0,5499.0,3699.0,1222,8,6,22:52 -> 00:23 (+1),,0
