Rec_itin,Skd_itin,Rec_flights,Skd_flights,Pax,From,To,RDT,RAT,Arr_delay,Cost,Rec_string
I00,I00,F00,F00,4,JFK,ATL,19920.0,25419.0,0.0,0.0,05:32 -> 07:03
I01,I01,F01,F01,4,ATL,JFK,42591.0,48090.0,0.0,0.0,11:49 -> 13:21
I02,I02,F02,F02,4,JFK,ATL,53099.0,58598.0,0.0,0.0,14:44 -> 16:16
I03,I03,F03,F03,4,DFW,ORD,20280.0,26085.0,0.0,0.0,05:38 -> 07:14
I04,I04,F04,F04,4,ORD,LAX,60213.0,72822.0,0.0,0.0,16:43 -> 20:13
I05,I05,F05,F05,4,DFW,ATL,19800.0,25083.0,0.0,0.0,05:30 -> 06:58
I06,I06,F06,F06,4,ATL,ORD,59002.0,63394.0,0.0,0.0,16:23 -> 17:36
I07,I07,F07,F07,4,LAX,DFW,28200.0,37123.0,7200.0,491.6,07:50 -> 10:18
I08,I08,F08,F08,4,DFW,ATL,38923.0,44206.0,3066.0,209.3,10:48 -> 12:16
I09,I09,F09,F09,4,ATL,JFK,74966.0,80465.0,0.0,0.0,20:49 -> 22:21
I10,I10,F10,F10,4,JFK,DFW,27060.0,37113.0,7200.0,491.6,07:31 -> 10:18
I11,I11,F10-F11,F10-F11,2,JFK,LAX,27060.0,54462.0,0.0,0.0,07:31 -> 15:07
I12,I12,F11,F11,4,DFW,LAX,45539.0,54462.0,0.0,0.0,12:38 -> 15:07
I13,I13,F12,F12,6,LAX,DFW,81508.0,90431.0,0.0,0.0,22:38 -> 01:07 (+1)
I14,I14,F13,F13,6,ORD,ATL,20700.0,25092.0,0.0,0.0,05:45 -> 06:58
I15,I15,F14,F14,6,ATL,DFW,37443.0,42726.0,0.0,0.0,10:24 -> 11:52
I16,I16,F15,F15,6,DFW,ATL,50291.0,55574.0,0.0,0.0,13:58 -> 15:26
