Tail,Flight,Crew,From,To,SDT,SAT,Flight_time,Cruise_time,Distance,Capacity,Pax,Timestring,is_disrupted
T00,F00,C00,SFO,DFW,26104.497844738355,36683.497844738355,10579,8779,2351,160,128,07:15 -> 10:11,1
T00,F01,C00,DFW,JFK,47393.267392151654,57446.267392151654,10053,8253,2234,160,128,13:09 -> 15:57,1
T00,F02,C01,JFK,ATL,77891.0,83390.0,5499,3699,1222,160,128,21:38 -> 23:09,0
T01,F03,C02,ORD,CLT,20340.0,24678.0,4338,2538,964,200,160,05:39 -> 06:51,0
T01,F04,C02,CLT,JFK,55564.0,59479.0,3915,2115,870,200,160,15:26 -> 16:31,0
T01,F05,C00,JFK,DFW,72092.0,82145.0,10053,8253,2234,200,160,20:01 -> 22:49,0
T02,F06,C03,ATL,DFW,19920.0,25203.0,5283,3483,1174,200,160,05:32 -> 07:00,0
T02,F07,C03,DFW,ATL,55212.0,60495.0,5283,3483,1174,200,160,15:20 -> 16:48,0
T03,F08,C04,LAX,DFW,20160.0,29083.0,8923,7123,1983,160,128,05:36 -> 08:04,0
T03,F09,C04,DFW,LAX,63622.92040354123,72545.92040354123,8923,7123,1983,160,128,17:40 -> 20:09,1
T04,F10,C05,LAX,ORD,27647.07455792765,40256.074557927655,12609,10809,2802,160,128,07:40 -> 11:10,1
T04,F11,C05,ORD,ATL,59584.0763236522,63976.0763236522,4392,2592,976,160,128,16:33 -> 17:46,1
T04,F12,C03,ATL,ORD,79759.0,84151.0,4392,2592,976,160,128,22:09 -> 23:22,0
T05,F13,C06,ORD,JFK,19860.0,25201.0,5341,3541,1187,120,96,05:31 -> 07:00,0
T05,F14,C06,JFK,ORD,43298.0,48639.0,5341,3541,1187,120,96,12:01 -> 13:30,0
T05,F15,C06,ORD,LAX,76349.0,88958.0,12609,10809,2802,120,96,21:12 -> 00:42 (+1),0
T06,F16,C07,JFK,ORD,21299.937481564582,26640.937481564582,5341,3541,1187,160,128,05:54 -> 07:24,1
T06,F17,C07,ORD,LAX,58511.0,71120.0,12609,10809,2802,160,128,16:15 -> 19:45,0
T07,F18,C08,LAX,DEN,20400.0,26632.0,6232,4432,1385,160,128,05:40 -> 07:23,0
T07,F19,C08,DEN,ATL,49983.0,58650.0,8667,6867,1926,160,128,13:53 -> 16:17,0
T07,F20,C05,ATL,DEN,64455.0,73122.0,8667,6867,1926,160,128,17:54 -> 20:18,0
T07,F21,C09,DEN,ATL,78362.0,87029.0,8667,6867,1926,160,128,21:46 -> 00:10 (+1),0
T08,F22,C10,LAX,DFW,20805.91809947451,29728.91809947451,8923,7123,1983,200,160,05:46 -> 08:15,1
T08,F23,C10,DFW,LAX,59746.18451675578,68669.18451675578,8923,7123,1983,200,160,16:35 -> 19:04,1
T08,F24,C04,LAX,DFW,73602.0,82525.0,8923,7123,1983,200,160,20:26 -> 22:55,0
T09,F25,C11,ATL,DEN,20820.0,29487.0,8667,6867,1926,200,160,05:47 -> 08:11,0
T09,F26,C11,DEN,ATL,40176.0,48843.0,8667,6867,1926,200,160,11:09 -> 13:34,0
T09,F27,C08,ATL,DEN,62623.0,71290.0,8667,6867,1926,200,160,17:23 -> 19:48,0
