index,Tail,Flight,Crew,From,To,RDT,RAT,Flight_time,Cruise_time,Distance,Capacity,Pax,Timestring,Delay,DelayType
0,T00,F00,C00,JFK,DFW,19920.0,29973.0,10053.0,8252.99999700275,2234,6,4,05:32 -> 08:19,,0
1,T00,F01,C00,DFW,ATL,47145.0,52428.0,5283.0,3482.999999487751,1174,6,4,13:05 -> 14:33,,0
2,T00,F02,C01,ATL,ORD,55197.0,59589.0,4392.0,2591.999999792283,976,6,4,15:19 -> 16:33,,0
3,T00,F03,C01,ORD,JFK,61461.0,66802.0,5341.0,3541.0000001375824,1187,6,4,17:04 -> 18:33,,0
4,T01,F04,C02,JFK,ATL,19800.0,25299.0,5499.0,3698.99999956269,1222,6,4,05:30 -> 07:01,,0
5,T01,F15,C02,ATL,DFW,27360.0,32643.0,5283.0,3482.9999996580436,1174,6,4,07:36 -> 09:04,02:00,1
6,T01,F16,C02,DFW,JFK,35183.0,45236.0,10053.0,8252.999998176141,2234,6,4,09:46 -> 12:33,,0
7,T01,F06,C02,JFK,DFW,49386.0,59439.0,10053.0,8253.000002104045,2234,6,4,13:43 -> 16:30,,0
8,T01,F07,C03,DFW,JFK,69134.0,79187.0,10053.0,8253.00000006511,2234,6,4,19:12 -> 21:59,,0
9,T02,F08,C04,DFW,ORD,20820.0,26625.0,5805.0,4004.99999984949,1290,6,4,05:47 -> 07:23,,0
10,T02,F09,C04,ORD,ATL,49948.0,54340.0,4392.0,2591.999999840546,976,6,4,13:52 -> 15:05,,0
11,T02,F10,C00,ATL,ORD,86768.0,91160.0,4392.0,2592.0,976,6,4,00:06 (+1) -> 01:19 (+1),,0
12,T03,F11,C05,JFK,ORD,19860.0,25201.0,5341.0,3540.9999995358703,1187,8,6,05:31 -> 07:00,,0
13,T03,F12,C05,ORD,ATL,40827.0,45219.0,4392.0,2591.9999998756325,976,8,6,11:20 -> 12:33,,0
14,T03,F13,C05,ATL,JFK,49976.0,55475.0,5499.0,3698.9999997429263,1222,8,6,13:52 -> 15:24,,0
15,T03,F14,C01,JFK,ATL,82335.0,87834.0,5499.0,3699.0,1222,8,6,22:52 -> 00:23 (+1),,0
16,T04,F05,C06,ATL,JFK,45306.0,50805.0,5499.0,3698.9999996069555,1222,6,4,12:35 -> 14:06,03:00,1
17,T04,F17,C05,JFK,DFW,62738.0,72791.0,10053.0,8253.000001782251,2234,6,4,17:25 -> 20:13,,0
