index,Tail,Flight,Crew,From,To,RDT,RAT,Flight_time,Cruise_time,Distance,Capacity,Pax,Timestring,Delay,DelayType
0,T00,F00,C00,JFK,DFW,19920.0,29973.0,10053.0,8252.999987365116,2234,6,4,05:32 -> 08:19,,0
1,T00,F01,C00,DFW,ATL,47145.0,52428.0,5283.0,3482.9999927456724,1174,6,4,13:05 -> 14:33,,0
2,T00,F02,C01,ATL,ORD,55197.0,59589.0,4392.0,2592.000002768938,976,6,4,15:19 -> 16:33,,0
3,T00,F03,C01,ORD,JFK,61461.0,66802.0,5341.0,3540.9999861551473,1187,6,4,17:04 -> 18:33,,0
4,T01,F04,C02,JFK,ATL,19800.0,25299.0,5499.0,3699.0000033199162,1222,6,4,05:30 -> 07:01,,0
5,T01,F05,C02,ATL,JFK,34506.0,40005.0,5499.0,3699.000000514322,1222,6,4,09:35 -> 11:06,,0
6,T01,F06,C02,JFK,DFW,49386.0,59439.0,10053.0,8252.999997552659,2234,6,4,13:43 -> 16:30,,0
7,T01,F07,C03,DFW,JFK,69134.0,79187.0,10053.0,8252.999997754288,2234,6,4,19:12 -> 21:59,,0
8,T02,F08,C04,DFW,ORD,20820.0,26625.0,5805.0,4005.0,1290,6,4,05:47 -> 07:23,,0
9,T02,F09,C04,ORD,ATL,49948.0,54340.0,4392.0,2592.0,976,6,4,13:52 -> 15:05,,0
10,T02,F10,C00,ATL,ORD,86768.0,91160.0,4392.0,2592.0,976,6,4,00:06 (+1) -> 01:19 (+1),,0
11,T03,F11,C05,JFK,ORD,23460.0,28801.0,5341.0,3540.999997955376,1187,8,6,06:31 -> 08:00,01:00,1
12,T03,F12,C05,ORD,ATL,48027.0,52419.0,4392.0,2591.999998938373,976,8,6,13:20 -> 14:33,02:00,1
13,T03,F13,C05,ATL,JFK,54218.99999999997,59717.99999999997,5499.0,3699.000000514322,1222,8,6,15:03 -> 16:35,01:10,2
14,T03,F14,C01,JFK,ATL,82335.0,87834.0,5499.0,3699.0,1222,8,6,22:52 -> 00:23 (+1),,0
15,T04,F15,C06,ATL,DFW,20160.0,25443.0,5283.0,3482.9999984753485,1174,6,4,05:36 -> 07:04,,0
16,T04,F16,C06,DFW,JFK,35183.0,45236.0,10053.0,8252.999990676895,2234,6,4,09:46 -> 12:33,,0
17,T04,F17,C05,JFK,DFW,62738.0,72791.0,10053.0,8252.999963897253,2234,6,4,17:25 -> 20:13,,0
