Tail,Flight,Crew,From,To,SDT,SAT,Flight_time,Cruise_time,Distance,Capacity,Pax,Timestring,is_disrupted
T00,F00,C00,SFO,LAS,19860,22848,2988,1188,664,120,96,05:31 -> 06:20,0
T00,F01,C00,LAS,PHX,25133,26978,1845,45,410,120,96,06:58 -> 07:29,0
T00,F02,C00,PHX,DEN,29478,33834,4356,2556,968,120,96,08:11 -> 09:23,0
T00,F03,C00,DEN,DFW,36540,41184,4644,2844,1032,120,96,10:09 -> 11:26,0
T00,F04,C00,DFW,ATL,43956,49239,5283,3483,1174,120,96,12:12 -> 13:40,0
T00,F05,C00,ATL,DFW,51605,56888,5283,3483,1174,120,96,14:20 -> 15:48,0
T00,F06,C00,DFW,JFK,59209,69262,10053,8253,2234,120,96,16:26 -> 19:14,0
T00,F07,C01,JFK,ORD,72028,77369,5341,3541,1187,120,96,20:00 -> 21:29,0
T00,F08,C01,ORD,CLT,80158,84496,4338,2538,964,120,96,22:15 -> 23:28,0
T00,F09,C01,CLT,ORD,87337,91675,4338,2538,964,120,96,00:15 (+1) -> 01:27 (+1),0
T01,F10,C02,DFW,DEN,20040,24684,4644,2844,1032,120,96,05:34 -> 06:51,0
T01,F11,C02,DEN,ATL,26580,35247,8667,6867,1926,120,96,07:23 -> 09:47,0
T01,F12,C02,ATL,ORD,37708,42100,4392,2592,976,120,96,10:28 -> 11:41,0
T01,F13,C02,ORD,LAX,45056,57665,12609,10809,2802,120,96,12:30 -> 16:01,0
T01,F14,C03,LAX,ORD,60180,72789,12609,10809,2802,120,96,16:43 -> 20:13,0
T01,F15,C03,ORD,LAX,74937,87546,12609,10809,2802,120,96,20:48 -> 00:19 (+1),0
T02,F16,C04,ORD,DEN,20040,26457,6417,4617,1426,120,96,05:34 -> 07:20,0
T02,F17,C04,DEN,ATL,29334,38001,8667,6867,1926,120,96,08:08 -> 10:33,0
T02,F18,C04,ATL,JFK,40131,45630,5499,3699,1222,120,96,11:08 -> 12:40,0
T02,F19,C04,JFK,ATL,47970,53469,5499,3699,1222,120,96,13:19 -> 14:51,0
T02,F20,C04,ATL,DFW,56369,61652,5283,3483,1174,120,96,15:39 -> 17:07,0
T02,F21,C05,DFW,ATL,64466,69749,5283,3483,1174,120,96,17:54 -> 19:22,0
T02,F22,C05,ATL,DEN,71813,80480,8667,6867,1926,120,96,19:56 -> 22:21,0
T02,F23,C05,DEN,ATL,83117,91784,8667,6867,1926,120,96,23:05 -> 01:29 (+1),0
T03,F24,C06,SFO,DEN,19920,26904,6984,5184,1552,120,96,05:32 -> 07:28,0
T03,F25,C06,DEN,SFO,28747,35731,6984,5184,1552,120,96,07:59 -> 09:55,0
T03,F26,C06,SFO,DEN,37783,44767,6984,5184,1552,120,96,10:29 -> 12:26,0
T03,F27,C06,DEN,JFK,46594,58334,11740,9940,2609,120,96,12:56 -> 16:12,0
T03,F28,C07,JFK,DEN,60738,72478,11740,9940,2609,120,96,16:52 -> 20:07,0
T03,F29,C07,DEN,JFK,75463,87203,11740,9940,2609,120,96,20:57 -> 00:13 (+1),0
T04,F30,C08,ORD,JFK,20400,25741,5341,3541,1187,120,96,05:40 -> 07:09,0
T04,F31,C08,JFK,ORD,28646,33987,5341,3541,1187,120,96,07:57 -> 09:26,0
T04,F32,C08,ORD,DEN,36604,43021,6417,4617,1426,120,96,10:10 -> 11:57,0
T04,F33,C08,DEN,JFK,45287,57027,11740,9940,2609,120,96,12:34 -> 15:50,0
T04,F34,C09,JFK,DFW,58988,69041,10053,8253,2234,120,96,16:23 -> 19:10,0
T04,F35,C04,DFW,LAS,70999,78622,7623,5823,1694,120,96,19:43 -> 21:50,0
T04,F36,C10,LAS,SFO,80959,83947,2988,1188,664,120,96,22:29 -> 23:19,0
T04,F37,C10,SFO,PHX,86793,91500,4707,2907,1046,120,96,00:06 (+1) -> 01:25 (+1),0
