Tail,Flight,Crew,From,To,SDT,SAT,Flight_time,Cruise_time,Distance,Capacity,Pax,Timestring,is_disrupted
T00,F00,C00,JFK,ATL,19920,25419,5499,3699,1222,6,4,05:32 -> 07:03,0
T00,F01,C00,ATL,JFK,42591,48090,5499,3699,1222,6,4,11:49 -> 13:21,0
T00,F02,C00,JFK,ATL,60299,65798,5499,3699,1222,6,4,16:44 -> 18:16,1
T01,F03,C01,DFW,ORD,20280,26085,5805,4005,1290,6,4,05:38 -> 07:14,0
T01,F04,C01,ORD,LAX,60213,72822,12609,10809,2802,6,4,16:43 -> 20:13,0
T02,F05,C02,DFW,ATL,19800,25083,5283,3483,1174,6,4,05:30 -> 06:58,0
T02,F06,C02,ATL,ORD,59002,63394,4392,2592,976,6,4,16:23 -> 17:36,0
T03,F07,C03,LAX,DFW,21000,29923,8923,7123,1983,6,4,05:50 -> 08:18,0
T03,F08,C03,DFW,ATL,35857,41140,5283,3483,1174,6,4,09:57 -> 11:25,0
T03,F09,C00,ATL,JFK,74966,80465,5499,3699,1222,6,4,20:49 -> 22:21,0
T04,F10,C04,JFK,DFW,19860,29913,10053,8253,2234,8,6,05:31 -> 08:18,0
T04,F11,C04,DFW,LAX,45539,54462,8923,7123,1983,8,6,12:38 -> 15:07,0
T04,F12,C01,LAX,DFW,81508,90431,8923,7123,1983,8,6,22:38 -> 01:07 (+1),0
T05,F13,C05,ORD,ATL,20700,25092,4392,2592,976,8,6,05:45 -> 06:58,0
T05,F14,C05,ATL,DFW,37443,42726,5283,3483,1174,8,6,10:24 -> 11:52,0
T05,F15,C05,DFW,ATL,53891,59174,5283,3483,1174,8,6,14:58 -> 16:26,1
