Tail,Flight,Crew,From,To,SDT,SAT,Flight_time,Cruise_time,Distance,Capacity,Pax,Timestring,is_disrupted
T00,F00,C00,LAX,ORD,19860,32469,12609,10809,2802,120,96,05:31 -> 09:01,0
T00,F01,C00,ORD,ATL,34754,39146,4392,2592,976,120,96,09:39 -> 10:52,0
T00,F02,C00,ATL,ORD,41646,46038,4392,2592,976,120,96,11:34 -> 12:47,0
T00,F03,C00,ORD,LAX,48176,60785,12609,10809,2802,120,96,13:22 -> 16:53,0
T00,F04,C01,LAX,ORD,63676,76285,12609,10809,2802,120,96,17:41 -> 21:11,0
T00,F05,C01,ORD,LAX,79167,91776,12609,10809,2802,120,96,21:59 -> 01:29 (+1),0
T01,F06,C02,LAX,ORD,20940,33549,12609,10809,2802,120,96,05:49 -> 09:19,0
T01,F07,C02,ORD,ATL,36012,40404,4392,2592,976,120,96,10:00 -> 11:13,0
T01,F08,C02,ATL,ORD,42315,46707,4392,2592,976,120,96,11:45 -> 12:58,0
T01,F09,C02,ORD,LAX,49449,62058,12609,10809,2802,120,96,13:44 -> 17:14,0
T01,F10,C00,LAX,ORD,64734,77343,12609,10809,2802,120,96,17:58 -> 21:29,0
T01,F11,C03,ORD,LAX,80243,92852,12609,10809,2802,120,96,22:17 -> 01:47 (+1),0
T02,F12,C04,ORD,ATL,20700,25092,4392,2592,976,120,96,05:45 -> 06:58,0
T02,F13,C04,ATL,ORD,27739,32131,4392,2592,976,120,96,07:42 -> 08:55,0
T02,F14,C04,ORD,LAX,34579,47188,12609,10809,2802,120,96,09:36 -> 13:06,0
T02,F15,C04,LAX,ORD,49521,62130,12609,10809,2802,120,96,13:45 -> 17:15,0
T02,F16,C05,ORD,LAX,64620,77229,12609,10809,2802,120,96,17:57 -> 21:27,0
T02,F17,C02,LAX,ORD,79816,92425,12609,10809,2802,120,96,22:10 -> 01:40 (+1),0
T03,F18,C06,ORD,LAX,20820,33429,12609,10809,2802,120,96,05:47 -> 09:17,0
T03,F19,C06,LAX,ORD,35858,48467,12609,10809,2802,120,96,09:57 -> 13:27,0
T03,F20,C06,ORD,LAX,50525,63134,12609,10809,2802,120,96,14:02 -> 17:32,0
T03,F21,C07,LAX,ORD,65703,78312,12609,10809,2802,120,96,18:15 -> 21:45,0
T03,F22,C00,ORD,ATL,80540,84932,4392,2592,976,120,96,22:22 -> 23:35,0
T03,F23,C08,ATL,ORD,86936,91328,4392,2592,976,120,96,00:08 (+1) -> 01:22 (+1),0
T04,F24,C09,ATL,ORD,19980,24372,4392,2592,976,120,96,05:33 -> 06:46,0
T04,F25,C09,ORD,ATL,26863,31255,4392,2592,976,120,96,07:27 -> 08:40,0
T04,F26,C09,ATL,ORD,34231,38623,4392,2592,976,120,96,09:30 -> 10:43,0
T04,F27,C09,ORD,ATL,40448,44840,4392,2592,976,120,96,11:14 -> 12:27,0
T04,F28,C09,ATL,ORD,47600,51992,4392,2592,976,120,96,13:13 -> 14:26,0
T04,F29,C09,ORD,ATL,54302,58694,4392,2592,976,120,96,15:05 -> 16:18,0
T04,F30,C09,ATL,ORD,60914,65306,4392,2592,976,120,96,16:55 -> 18:08,0
T04,F31,C04,ORD,ATL,67710,72102,4392,2592,976,120,96,18:48 -> 20:01,0
T04,F32,C10,ATL,ORD,74907,79299,4392,2592,976,120,96,20:48 -> 22:01,0
T04,F33,C07,ORD,ATL,81906,86298,4392,2592,976,120,96,22:45 -> 23:58,0
T04,F34,C00,ATL,ORD,88663,93055,4392,2592,976,120,96,00:37 (+1) -> 01:50 (+1),0
T05,F35,C11,ATL,ORD,20820,25212,4392,2592,976,120,96,05:47 -> 07:00,0
T05,F36,C11,ORD,ATL,27106,31498,4392,2592,976,120,96,07:31 -> 08:44,0
T05,F37,C11,ATL,ORD,33459,37851,4392,2592,976,120,96,09:17 -> 10:30,0
T05,F38,C11,ORD,LAX,40383,52992,12609,10809,2802,120,96,11:13 -> 14:43,0
T05,F39,C11,LAX,ORD,55786,68395,12609,10809,2802,120,96,15:29 -> 18:59,0
T05,F40,C09,ORD,ATL,70908,75300,4392,2592,976,120,96,19:41 -> 20:55,0
T05,F41,C04,ATL,ORD,78146,82538,4392,2592,976,120,96,21:42 -> 22:55,0
T05,F42,C10,ORD,ATL,85188,89580,4392,2592,976,120,96,23:39 -> 00:53 (+1),0
T06,F43,C12,ATL,ORD,20820,25212,4392,2592,976,120,96,05:47 -> 07:00,0
T06,F44,C12,ORD,LAX,27112,39721,12609,10809,2802,120,96,07:31 -> 11:02,0
T06,F45,C12,LAX,ORD,41777,54386,12609,10809,2802,120,96,11:36 -> 15:06,0
T06,F46,C13,ORD,ATL,57173,61565,4392,2592,976,120,96,15:52 -> 17:06,0
T06,F47,C13,ATL,ORD,64389,68781,4392,2592,976,120,96,17:53 -> 19:06,0
T06,F48,C11,ORD,LAX,70910,83519,12609,10809,2802,120,96,19:41 -> 23:11,0
T07,F49,C14,ORD,ATL,20580,24972,4392,2592,976,120,96,05:43 -> 06:56,0
T07,F50,C14,ATL,ORD,27021,31413,4392,2592,976,120,96,07:30 -> 08:43,0
T07,F51,C14,ORD,LAX,33394,46003,12609,10809,2802,120,96,09:16 -> 12:46,0
T07,F52,C14,LAX,ORD,47999,60608,12609,10809,2802,120,96,13:19 -> 16:50,0
T07,F53,C12,ORD,ATL,62881,67273,4392,2592,976,120,96,17:28 -> 18:41,0
T07,F54,C15,ATL,ORD,69158,73550,4392,2592,976,120,96,19:12 -> 20:25,0
T07,F55,C13,ORD,ATL,75847,80239,4392,2592,976,120,96,21:04 -> 22:17,0
T07,F56,C09,ATL,ORD,82920,87312,4392,2592,976,120,96,23:02 -> 00:15 (+1),0
T08,F57,C16,ATL,ORD,19920,24312,4392,2592,976,120,96,05:32 -> 06:45,0
T08,F58,C16,ORD,ATL,26573,30965,4392,2592,976,120,96,07:22 -> 08:36,0
T08,F59,C16,ATL,ORD,33432,37824,4392,2592,976,120,96,09:17 -> 10:30,0
T08,F60,C16,ORD,LAX,40728,53337,12609,10809,2802,120,96,11:18 -> 14:48,0
T08,F61,C16,LAX,ORD,55767,68376,12609,10809,2802,120,96,15:29 -> 18:59,0
T08,F62,C14,ORD,LAX,70772,83381,12609,10809,2802,120,96,19:39 -> 23:09,0
T09,F63,C17,ORD,LAX,20160,32769,12609,10809,2802,120,96,05:36 -> 09:06,0
T09,F64,C17,LAX,ORD,34580,47189,12609,10809,2802,120,96,09:36 -> 13:06,0
T09,F65,C17,ORD,ATL,49370,53762,4392,2592,976,120,96,13:42 -> 14:56,0
T09,F66,C18,ATL,ORD,55915,60307,4392,2592,976,120,96,15:31 -> 16:45,0
T09,F67,C18,ORD,LAX,63066,75675,12609,10809,2802,120,96,17:31 -> 21:01,0
T09,F68,C06,LAX,ORD,78096,90705,12609,10809,2802,120,96,21:41 -> 01:11 (+1),0
